Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",22y 325d,91 (45-1-45 50.00%),6 (0.07),←,
14,"Bedford, Toby",23y 350d,46 (31-0-15 67.39%),27 (0.59),28 (19-0-9 67.86%),18 (0.64)
32,"Briggs, Kieren",24y 218d,35 (22-0-13 62.86%),7 (0.20),←,
44,"Buckley, Jack",26y 146d,52 (28-1-23 54.81%),1 (0.02),←,
5,"Cadman, Aaron",20y 69d,21 (13-0-8 61.90%),19 (0.90),←,
17,"Callaghan, Finn",21y 15d,34 (18-0-16 52.94%),6 (0.18),←,
3,"Coniglio, Stephen",30y 148d,208 (97-1-110 46.88%),119 (0.57),←,
16,"Daniels, Brent",25y 63d,91 (51-0-40 56.04%),58 (0.64),←,
4,"Greene, Toby",30y 229d,223 (106-2-115 47.98%),342 (1.53),←,
12,"Green, Tom",23y 109d,76 (36-1-39 48.03%),31 (0.41),←,
19,"Haynes, Nick",31y 359d,206 (98-4-104 48.54%),13 (0.06),←,
27,"Himmelberg, Harry",28y 3d,161 (88-2-71 55.28%),161 (1.00),←,
23,"Hogan, Jesse",29y 89d,149 (70-0-79 46.98%),300 (2.01),59 (29-0-30 49.15%),130 (2.20)
39,"Idun, Connor",23y 287d,77 (39-1-37 51.30%),,←,
2,"Jones, Darcy",20y 38d,3 (1-0-2 33.33%),4 (1.33),←,
22,"Kelly, Josh",29y 89d,207 (110-3-94 53.86%),134 (0.65),←,
36,"Perryman, Harry",25y 144d,116 (60-1-55 52.16%),27 (0.23),←,
26,"Riccardi, Jake",24y 186d,59 (30-0-29 50.85%),75 (1.27),←,
18,"Stone, Conor",22y 19d,10 (3-0-7 30.00%),4 (0.40),←,
15,"Taylor, Sam",25y 6d,100 (55-0-45 55.00%),1 (0.01),←,
28,"Thomas, Harvey",18y 277d,9 (6-0-3 66.67%),4 (0.44),←,
8,"Ward, Callan",34y 31d,300 (134-4-162 45.33%),144 (0.48),240 (102-4-134 43.33%),111 (0.46)
6,"Whitfield, Lachie",29y 298d,218 (108-4-106 50.46%),71 (0.33),←,
Totals,Totals,25y 247d,2492 (1249-25-1218 50.12%),1554 (0.62),,
C,"Kingsley, Adam",48y 265d,35 (21-0-14 60.00%),,←,
