St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",14,4,8,22,1,,,3.0,1.0,4.0,6.0,2.0,4.0,,,11.0,11.0,,1.0,1.0,2.0,1.0,71.0
26,"Dal Santo, Nick",11,3,5,16,,,,,1.0,,2.0,4.0,1.0,1.0,,8.0,7.0,1.0,,1.0,,,88.0
24,"Dempster, Sean",7,6,3,10,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,8.0,1.0,,1.0,,,93.0
25,"Fisher, Sam",8,6,7,15,,,5.0,1.0,3.0,3.0,2.0,3.0,,3.0,,2.0,13.0,,,3.0,,2.0,95.0
14,"Geary, Jarryn",5,2,4,9,,,,2.0,,2.0,,1.0,2.0,1.0,,4.0,6.0,,1.0,1.0,,,85.0
19 ↓,"Gilbert, Sam",4,2,2,6,1,,,2.0,1.0,2.0,,2.0,,1.0,,1.0,5.0,,,1.0,,,49.0
4,"Jones, Clinton",10,4,6,16,,,,5.0,4.0,1.0,,2.0,1.0,1.0,,4.0,13.0,,,1.0,4.0,,85.0
23,"Koschitzke, Justin",4,5,3,7,1,,10.0,,,1.0,,4.0,1.0,3.0,,4.0,3.0,2.0,1.0,2.0,,,88.0
5,"McEvoy, Ben",7,6,3,10,,1.0,23.0,5.0,,1.0,,1.0,,1.0,,5.0,5.0,4.0,1.0,2.0,,1.0,87.0
44,"Milne, Stephen",9,2,1,10,1,2.0,,,,2.0,1.0,3.0,2.0,2.0,,5.0,6.0,,,1.0,,1.0,88.0
11,"Montagna, Leigh",19,6,11,30,,,,2.0,6.0,5.0,4.0,1.0,1.0,,,7.0,21.0,,,,2.0,1.0,81.0
30 ↑,"Murdoch, Brodie",1,,,1,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,36.0
16,"Newnes, Jack",4,3,8,12,,,,1.0,,1.0,1.0,3.0,,2.0,,9.0,3.0,2.0,,1.0,,1.0,83.0
12,"Riewoldt, Nick",13,11,6,19,4,1.0,1.0,3.0,,5.0,1.0,3.0,1.0,2.0,,8.0,11.0,1.0,4.0,1.0,,1.0,86.0
17,"Roberton, Dylan",15,5,6,21,1,,,1.0,6.0,1.0,,1.0,,,,5.0,15.0,,,1.0,9.0,,94.0
6,"Ross, Sebastian",7,2,7,14,,,,4.0,,3.0,3.0,2.0,,1.0,,6.0,7.0,,,2.0,,,69.0
21,"Saad, Ahmed",4,4,5,9,,,,2.0,,3.0,,3.0,1.0,1.0,,5.0,6.0,,,2.0,,,87.0
35,"Saunders, Josh",5,2,4,9,,2.0,,2.0,,3.0,,3.0,2.0,,,4.0,4.0,,,,,,79.0
2,"Siposs, Arryn",10,6,2,12,2,3.0,,2.0,,1.0,,1.0,1.0,1.0,,5.0,7.0,1.0,2.0,2.0,,,92.0
28,"Stanley, Rhys",9,4,2,11,,,,1.0,4.0,,,5.0,,3.0,,3.0,7.0,,,5.0,1.0,,94.0
3,"Steven, Jack",11,5,10,21,,,,1.0,3.0,4.0,10.0,3.0,3.0,,,13.0,9.0,,,,3.0,1.0,84.0
34,"Wright, Nathan",5,3,5,10,,,,1.0,2.0,1.0,,,,,,3.0,6.0,,,2.0,2.0,1.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,91,108,290,11,11.0,39.0,40.0,32.0,45.0,31.0,48.0,21.0,24.0,,115.0,173.0,12.0,10.0,30.0,23.0,10.0,
Opposition,Opposition,229,132,134,363,15,13.0,35.0,59.0,32.0,48.0,32.0,48.0,24.0,21.0,6.0,117.0,242.0,13.0,14.0,27.0,22.0,10.0,
