Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Allen, Scott",5,4,4.0,9,,1.0,,1.0,,,,,,1.0,,,,,,,,,
18,"Cameron, Leon",13,6,4.0,17,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Del-Re, Danny",3,1,1.0,4,1.0,1.0,,,,,,,,1.0,,,,,,,,,
32,"Ellis, Craig",2,2,,2,,,,1.0,,,,,,1.0,,,,,,,,,
3,"Grant, Chris",12,5,3.0,15,3.0,5.0,,,,,,,3.0,3.0,,,,,,,,,
1,"Grgic, Ilija",7,4,8.0,15,3.0,1.0,15.0,3.0,,,,,2.0,,2.0,,,,,,,,
7,"Hawkins, Doug",6,4,4.0,10,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10,"Hunter, Mark",21,2,4.0,25,,,,4.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",16,5,,16,,1.0,,,,,,,4.0,2.0,,,,,,,,,
12,"Koster, Kym",6,2,5.0,11,,,,1.0,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",11,8,7.0,18,,,,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",15,2,12.0,27,,,,5.0,,,,,2.0,,1.0,,,,,,,,
9,"Nicholson, Brad",10,1,6.0,16,,,,,,,,,3.0,2.0,,,,,,,,,
22,"Quill, Peter",16,2,6.0,22,,,,2.0,,,,,1.0,3.0,,,,,,,,,
34,"Sexton, Ben",7,5,7.0,14,2.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Smith, Rohan",5,2,1.0,6,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Southern, Daniel",2,1,4.0,6,,,,,,,,,,1.0,,,,,,,,,
17,"Standfield, Barry",8,2,2.0,10,1.0,,,,,,,,2.0,,,,,,,,,,
24,"Wallis, Stephen",16,6,7.0,23,,,,,,,,,3.0,2.0,,,,,,,,,
25,"Watts, Jason",6,1,4.0,10,1.0,,,1.0,,,,,,,,,,,,,,,
14,"West, Scott",11,1,8.0,19,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,198,66,97.0,295,14.0,15.0,17.0,26.0,,,,,28.0,21.0,3.0,,,,,,,,
Opposition,Opposition,168,54,96.0,264,17.0,10.0,16.0,17.0,,,,,21.0,28.0,3.0,,,,,,,,
