Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",27y 180d,152 (65-2-85 43.42%),59 (0.39),121 (62-2-57 52.07%),47 (0.39)
17,"Brown, Callum",22y 326d,50 (27-1-22 55.00%),19 (0.38),←,
6,"Brown, Tyler",21y 100d,10 (4-1-5 45.00%),2 (0.20),←,
46,"Cox, Mason",30y 5d,70 (38-0-32 54.29%),87 (1.24),←,
25,"Crisp, Jack",27y 168d,154 (78-2-74 51.30%),50 (0.32),136 (71-2-63 52.94%),40 (0.29)
7,"Daicos, Josh",22y 113d,36 (19-1-16 54.17%),17 (0.47),←,
2,"de Goey, Jordan",25y 4d,99 (52-2-45 53.54%),132 (1.33),←,
5,"Elliott, Jamie",28y 210d,124 (71-2-51 58.06%),176 (1.42),←,
4,"Grundy, Brodie",26y 338d,152 (82-2-68 54.61%),46 (0.30),←,
35,"Henry, Oliver",18y 233d,1 (0-0-1 0.00%),,←,
32,"Hoskin-Elliott, Will",27y 198d,138 (60-2-76 44.20%),132 (0.96),86 (48-2-36 56.98%),90 (1.05)
38,"Howe, Jeremy",30y 263d,188 (69-2-117 37.23%),89 (0.47),88 (47-2-39 54.55%),9 (0.10)
44,"Madgen, Jack",27y 328d,22 (14-1-7 65.91%),,←,
37,"Maynard, Brayden",24y 180d,117 (59-2-56 51.28%),15 (0.13),←,
41,"Mihocek, Brody",28y 43d,59 (36-1-22 61.86%),92 (1.56),←,
30,"Moore, Darcy",25y 53d,90 (40-2-48 45.56%),61 (0.68),←,
9,"Noble, John",23y 359d,23 (13-1-9 58.70%),2 (0.09),←,
10,"Pendlebury, Scott",33y 71d,317 (191-3-123 60.73%),179 (0.56),←,
3,"Quaynor, Isaac",21y 63d,16 (7-0-9 43.75%),,←,
23,"Roughead, Jordan",30y 136d,180 (89-1-90 49.72%),35 (0.19),42 (26-1-15 63.10%),1 (0.02)
21,"Ruscoe, Trey",19y 136d,5 (3-0-2 60.00%),5 (1.00),←,
36,"Sier, Brayden",23y 97d,22 (13-0-9 59.09%),5 (0.23),←,
24,"Thomas, Josh",29y 169d,104 (64-2-38 62.50%),89 (0.86),←,
Totals,Totals,25y 323d,2129 (1094-30-1005 51.39%),1292 (0.61),,
C,"Buckley, Nathan",48y 236d,206 (113-2-91 55.34%),,←,
