Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",21y 248d,67 (35-1-31 52.99%),29 (0.43),←,
32,"Ellis, Craig",18y 338d,3 (2-0-1 66.67%),,←,
3,"Grant, Chris",21y 146d,82 (45-1-36 55.49%),166 (2.02),←,
1,"Grgic, Ilija",22y 64d,15 (9-0-6 60.00%),27 (1.80),←,
7,"Hawkins, Doug",34y 3d,313 (134-4-175 43.45%),212 (0.68),←,
10,"Hunter, Mark",28y 247d,96 (46-2-48 48.96%),2 (0.02),←,
21,"Kolyniuk, Steven",23y 307d,81 (40-1-40 50.00%),94 (1.16),←,
12,"Koster, Kym",21y 96d,5 (2-0-3 40.00%),3 (0.60),←,
35,"Kretiuk, Steven",21y 308d,23 (15-0-8 65.22%),6 (0.26),←,
39,"Liberatore, Tony",28y 86d,110 (62-1-47 56.82%),63 (0.57),←,
9,"Nicholson, Brad",19y 338d,8 (5-0-3 62.50%),1 (0.13),←,
44,"Osborne, Richard",29y 326d,205 (83-0-122 40.49%),453 (2.21),2 (2-0-0 100.00%),3 (1.50)
22,"Quill, Peter",24y 258d,17 (10-0-7 58.82%),6 (0.35),←,
34,"Sexton, Ben",21y 191d,26 (14-1-11 55.77%),25 (0.96),←,
8,"Southern, Daniel",19y 127d,6 (3-0-3 50.00%),1 (0.17),←,
17,"Standfield, Barry",24y 84d,58 (33-0-25 56.90%),24 (0.41),←,
29,"Thorpe, Alan",25y 202d,12 (7-1-4 62.50%),24 (2.00),9 (6-0-3 66.67%),19 (2.11)
24,"Wallis, Stephen",29y 193d,211 (112-2-97 53.55%),52 (0.25),←,
25,"Watts, Jason",22y 283d,6 (3-0-3 50.00%),1 (0.17),←,
28,"West, Robert",25y 62d,16 (10-0-6 62.50%),4 (0.25),3 (2-0-1 66.67%),
14,"West, Scott",19y 175d,22 (12-0-10 54.55%),22 (1.00),←,
Totals,Totals,24y 3d,1382 (682-14-686 49.35%),1215 (0.88),,
C,"Joyce, Alan",51y 199d,97 (69-0-28 71.13%),,4 (2-0-2 50.00%),
