Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",26y 76d,106 (36-1-69 34.43%),66 (0.62),51 (29-0-22 56.86%),53 (1.04)
22,"Bowyer, Glen",21y 129d,26 (18-0-8 69.23%),11 (0.42),←,
17,"Chick, Daniel",25y 85d,113 (55-2-56 49.56%),112 (0.99),←,
25,"Clarke, Tim",19y 34d,6 (6-0-0 100.00%),2 (0.33),←,
9,"Crawford, Shane",26y 239d,163 (81-2-80 50.31%),131 (0.80),←,
24,"Croad, Trent",21y 58d,66 (35-1-30 53.79%),61 (0.92),←,
36,"Dent, Matthew",29y 109d,112 (46-1-65 41.52%),19 (0.17),2 (2-0-0 100.00%),
19,"Dixon, Ben",23y 326d,77 (43-1-33 56.49%),112 (1.45),←,
34,"Graham, Mark",28y 54d,145 (67-2-76 46.90%),47 (0.32),←,
5,"Harford, Daniel",24y 48d,123 (58-1-64 47.56%),55 (0.45),←,
3,"Hay, Jonathan",21y 266d,67 (32-1-34 48.51%),6 (0.09),←,
2,"Holland, Nick",26y 281d,123 (56-2-65 46.34%),189 (1.54),←,
15,"Lord, Aaron",25y 289d,110 (57-2-51 52.73%),135 (1.23),78 (34-1-43 44.23%),116 (1.49)
7,"McCabe, Luke",24y 269d,100 (49-1-50 49.50%),8 (0.08),←,
13,"Picioane, Lance",20y 333d,21 (13-0-8 61.90%),7 (0.33),17 (12-0-5 70.59%),5 (0.29)
20,"Rawlings, Jade",23y 209d,55 (28-0-27 50.91%),20 (0.36),←,
52,"Rehn, Shaun",29y 262d,140 (78-1-61 56.07%),59 (0.42),6 (6-0-0 100.00%),4 (0.67)
11,"Smith, Joel",24y 3d,98 (52-1-45 53.57%),69 (0.70),40 (23-1-16 58.75%),18 (0.45)
4,"Tallis, Rayden",25y 331d,99 (47-0-52 47.47%),13 (0.13),←,
23,"Thompson, Nathan",23y 81d,48 (28-1-19 59.38%),66 (1.38),←,
21,"Vandenberg, Richard",24y 112d,29 (13-1-15 46.55%),6 (0.21),←,
30,"Woods, Tony",31y 308d,161 (73-2-86 45.96%),35 (0.22),130 (57-2-71 44.62%),25 (0.19)
Totals,Totals,24y 327d,1988 (971-23-994 48.84%),1229 (0.62),,
C,"Schwab, Peter",40y 226d,30 (19-0-11 63.33%),,←,
