Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",26y 191d,182 (101-0-81 55.49%),172 (0.95),←,
31,"Dale, Bailey",25y 316d,97 (53-0-44 54.64%),73 (0.75),←,
35,"Daniel, Caleb",25y 331d,146 (80-0-66 54.79%),37 (0.25),←,
5,"Dunkley, Josh",25y 145d,105 (59-0-46 56.19%),57 (0.54),←,
15,"Duryea, Taylor",31y 40d,170 (115-1-54 67.94%),25 (0.15),52 (33-0-19 63.46%),4 (0.08)
44,"English, Tim",24y 297d,76 (42-0-34 55.26%),41 (0.54),←,
43,"Gardner, Ryan",25y 2d,33 (20-0-13 60.61%),2 (0.06),←,
42,"Keath, Alex",30y 134d,78 (46-1-31 59.62%),5 (0.06),48 (30-0-18 62.50%),4 (0.08)
24,"Khamis, Buku",22y 71d,6 (4-0-2 66.67%),6 (1.00),←,
21,"Liberatore, Tom",30y 18d,185 (89-0-96 48.11%),70 (0.38),←,
11,"Macrae, Jack",27y 304d,197 (105-0-92 53.30%),45 (0.23),←,
27,"McComb, Robbie",26y 166d,7 (4-0-3 57.14%),5 (0.71),←,
30,"McNeil, Lachlan",21y 114d,22 (15-0-7 68.18%),16 (0.73),←,
33,"Naughton, Aaron",22y 185d,90 (51-0-39 56.67%),126 (1.40),←,
22,"OBrien, Tim",28y 67d,105 (55-3-47 53.81%),73 (0.70),8 (4-0-4 50.00%),
20,"Richards, Ed",22y 335d,75 (38-0-37 50.67%),24 (0.32),←,
28,"Scott, Anthony",27y 95d,31 (21-0-10 67.74%),16 (0.52),←,
6,"Smith, Bailey",21y 178d,77 (45-0-32 58.44%),38 (0.49),←,
1,"Treloar, Adam",29y 86d,202 (88-1-113 43.81%),121 (0.60),29 (18-0-11 62.07%),24 (0.83)
3,"Wallis, Mitch",29y 222d,162 (77-0-85 47.53%),109 (0.67),←,
19,"Weightman, Cody",21y 139d,29 (16-0-13 55.17%),45 (1.55),←,
14,"West, Rhylee",21y 326d,16 (11-0-5 68.75%),5 (0.31),←,
34,"Williams, Bailey",24y 236d,93 (50-0-43 53.76%),15 (0.16),←,
Totals,Totals,25y 269d,2184 (1185-6-993 54.26%),1126 (0.52),,
C,"Beveridge, Luke",51y 284d,172 (98-0-74 56.98%),,←,
