Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",14,5,21,35,2,,,4.0,,2.0,7.0,6.0,,3.0,,15.0,19.0,,1.0,4.0,,,85.0
26,"Bonner, Riley",15,2,1,16,,,,2.0,5.0,4.0,,5.0,,2.0,,4.0,8.0,,,2.0,,,82.0
3,"Burton, Ryan",15,5,6,21,,,,1.0,7.0,6.0,1.0,,,,,5.0,11.0,,,3.0,,1.0,76.0
18,"Butters, Zak",9,2,11,20,,,,3.0,1.0,3.0,,2.0,2.0,1.0,,11.0,8.0,,,,,1.0,80.0
33,"Byrne-Jones, Darcy",15,6,3,18,,,,7.0,1.0,4.0,2.0,4.0,1.0,,,6.0,11.0,,,2.0,,,86.0
17,"Clurey, Tom",9,5,,9,,,,1.0,,3.0,,,,,,3.0,6.0,2.0,,5.0,,1.0,85.0
28,"Drew, Willem",6,1,3,9,,,,6.0,,2.0,3.0,4.0,,1.0,,5.0,4.0,,,,,,86.0
21,"Duursma, Xavier",5,3,11,16,,,,3.0,,2.0,1.0,3.0,1.0,3.0,,7.0,8.0,,,1.0,,1.0,90.0
7,"Ebert, Brad",8,3,6,14,,2.0,,4.0,,4.0,1.0,1.0,1.0,1.0,,8.0,7.0,1.0,1.0,5.0,,1.0,78.0
9,"Gray, Robbie",8,2,13,21,2,3.0,,1.0,,2.0,4.0,3.0,3.0,,,13.0,8.0,,1.0,1.0,,2.0,84.0
46,"Gray, Sam",4,2,6,10,,,,3.0,1.0,3.0,2.0,1.0,2.0,,,7.0,4.0,,,,,1.0,80.0
43,"Houston, Dan",11,5,5,16,,1.0,,3.0,4.0,1.0,1.0,2.0,,,,7.0,7.0,,,5.0,,,89.0
32,"Howard, Dougal",5,2,3,8,,,,1.0,3.0,2.0,,2.0,,,,2.0,6.0,,,13.0,,,87.0
42,"Jonas, Tom",10,4,5,15,,,,1.0,5.0,,,2.0,1.0,1.0,,6.0,7.0,1.0,,8.0,,,95.0
29,"Lycett, Scott",6,1,9,15,,,19.0,2.0,1.0,,3.0,5.0,,3.0,,8.0,5.0,,,2.0,,,86.0
6,"Motlop, Steven",7,2,7,14,,,,4.0,2.0,1.0,,3.0,2.0,2.0,,5.0,9.0,,,,,1.0,71.0
2,"Powell-Pepper, Sam",18,3,11,29,,,,4.0,2.0,11.0,7.0,2.0,3.0,1.0,,12.0,19.0,,,1.0,2.0,,87.0
11,"Rockliff, Tom",8,,7,15,,,,1.0,1.0,2.0,4.0,3.0,1.0,,,8.0,7.0,,,,,,45.0
20,"Rozee, Connor",17,7,4,21,5,2.0,,2.0,,3.0,,2.0,1.0,,1.0,11.0,9.0,2.0,3.0,1.0,,,82.0
4,"Ryder, Paddy",6,3,4,10,3,,24.0,2.0,,1.0,4.0,4.0,2.0,2.0,,8.0,4.0,1.0,3.0,8.0,,,83.0
39,"Westhoff, Justin",9,3,6,15,,1.0,,1.0,2.0,2.0,,3.0,2.0,,,5.0,10.0,,,2.0,,,87.0
16,"Wines, Ollie",10,1,9,19,1,,,3.0,1.0,3.0,7.0,4.0,,1.0,,9.0,12.0,,,2.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,67,151,366,13,12.0,43.0,59.0,36.0,61.0,47.0,61.0,22.0,21.0,1.0,165.0,189.0,7.0,9.0,65.0,2.0,9.0,
Opposition,Opposition,235,99,145,380,16,11.0,39.0,47.0,46.0,52.0,43.0,54.0,21.0,22.0,5.0,159.0,205.0,16.0,10.0,58.0,1.0,10.0,
