Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 8d,275 (165-0-110 60.00%),139 (0.51),←,
16,"Brown, Leigh",24y 37d,130 (54-1-75 41.92%),50 (0.38),67 (35-1-31 52.99%),30 (0.45)
24,"Firrito, Michael",22y 125d,42 (23-0-19 54.76%),9 (0.21),←,
38,"Gibson, Josh",22y 19d,1 (1-0-0 100.00%),,←,
6,"Grant, Shannon",28y 347d,238 (136-2-100 57.56%),274 (1.15),180 (104-1-75 58.06%),236 (1.31)
15,"Green, Kasey",26y 203d,55 (22-1-32 40.91%),8 (0.15),1 (1-0-0 100.00%),
31,"Hale, David",21y 314d,38 (18-0-20 47.37%),18 (0.47),←,
39,"Harding, Leigh",24y 340d,71 (38-1-32 54.23%),104 (1.46),←,
4,"Harris, Daniel",23y 326d,70 (37-1-32 53.57%),23 (0.33),←,
29,"Harvey, Brent",27y 322d,195 (114-1-80 58.72%),231 (1.18),←,
2,"Hay, Jonathan",26y 231d,150 (66-1-83 44.33%),12 (0.08),1 (1-0-0 100.00%),
21,"Jones, Corey",25y 34d,82 (40-0-42 48.78%),99 (1.21),←,
1,"McIntosh, Hamish",21y 209d,2 (1-0-1 50.00%),,←,
20,"Petrie, Drew",23y 168d,86 (43-1-42 50.58%),70 (0.81),←,
30,"Pratt, Daniel",23y 11d,21 (12-0-9 57.14%),1 (0.05),18 (11-0-7 61.11%),
3,"Rawlings, Brady",24y 295d,112 (61-0-51 54.46%),49 (0.44),←,
7,"Simpson, Adam",30y 44d,224 (135-1-88 60.49%),68 (0.30),←,
9,"Sinclair, Jess",27y 218d,141 (55-1-85 39.36%),58 (0.41),91 (42-1-48 46.70%),32 (0.35)
23,"Thompson, Nathan",28y 46d,143 (69-1-73 48.60%),245 (1.71),24 (14-0-10 58.33%),53 (2.21)
12,"Thurley, Cameron",24y 126d,8 (5-0-3 62.50%),12 (1.50),1 (1-0-0 100.00%),
36,"Watt, Shannon",25y 126d,92 (48-1-43 52.72%),4 (0.04),←,
8,"Wells, Daniel",21y 57d,63 (34-1-28 54.76%),39 (0.62),←,
Totals,Totals,25y 114d,2239 (1177-14-1048 52.57%),1513 (0.68),,
C,"Laidley, Dani",39y 5d,68 (35-1-32 52.21%),,←,
