Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Banks, Denis",11,1,4,15,,,1.0,,,,,,1.0,1.0,,,,,,,,,
17,"Barwick, Doug",9,1,5,14,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
21,"Christian, Michael",18,5,6,24,,,,1.0,,,,,2.0,,,,,,,,,,
28,"Crosisca, Gavin",18,6,11,29,,1.0,1.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,
35,"Daicos, Peter",10,4,6,16,6,2.0,,2.0,,,,,2.0,,3.0,,,,,,,,
3,"Gayfer, Michael",13,3,10,23,,,,3.0,,,,,1.0,5.0,,,,,,,,,
14,"Keays, Terry",15,5,4,19,,,,4.0,,,,,1.0,3.0,,,,,,,,,
30,"Manson, James",4,3,4,8,1,2.0,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
5,"McKeown, Ron",7,3,5,12,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Monkhorst, Damian",8,7,7,15,,,18.0,1.0,,,,,2.0,,,,,,,,,,
7,"Morwood, Shane",14,6,4,18,,,1.0,3.0,,,,,2.0,,,,,,,,,,
13,"Richardson, Alan",18,3,4,22,1,,,2.0,,,,,3.0,3.0,,,,,,,,,
29,"Russell, Scott",14,,11,25,,1.0,,3.0,,,,,,1.0,,,,,,,,,
31,"Saunders, Darren",12,3,5,17,,,,2.0,,,,,,,,,,,,,,,
22,"Shaw, Tony",25,3,9,34,,,,2.0,,,,,1.0,1.0,,,,,,,,,
49,"Shephard, Heath",2,,1,3,,,,1.0,,,,,1.0,,,,,,,,,,
36,"Tarpey, Andrew",2,1,,2,1,,,,,,,,1.0,2.0,,,,,,,,,
6,"Tuddenham, Paul",13,4,5,18,4,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
24,"Turner, Jamie",21,5,5,26,,,,,,,,,2.0,2.0,,,,,,,,,
19,"Wright, Graham",12,5,10,22,,1.0,,6.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,68,116,362,14,12.0,22.0,36.0,,,,,24.0,29.0,4.0,,,,,,,,
Opposition,Opposition,225,59,81,306,11,12.0,9.0,27.0,,,,,29.0,24.0,2.0,,,,,,,,
