Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",12,6,3,15,1,1.0,,2.0,,5.0,,1.0,2.0,1.0,,3.0,12.0,,2.0,2.0,2.0,,85.0
15,"Anderson, Noah",6,2,6,12,,,,,2.0,1.0,,2.0,,1.0,,5.0,8.0,,,1.0,,,75.0
3,"Bowes, Jack",9,3,9,18,,,,2.0,6.0,,2.0,2.0,,,,9.0,5.0,1.0,,,,,85.0
7,"Brodie, Will",4,3,10,14,,,,1.0,,,3.0,3.0,,,,4.0,10.0,,,1.0,,,67.0
35,"Budarick, Connor",3,,5,8,,,,3.0,3.0,1.0,,,1.0,,,3.0,5.0,,,1.0,,,86.0
25,"Collins, Sam",11,6,4,15,,,,,4.0,,,3.0,2.0,1.0,,9.0,4.0,3.0,,4.0,,,96.0
12,"Day, Sam",1,,6,7,,1.0,10.0,1.0,,,,2.0,,,,4.0,3.0,,,,,,82.0
4,"Ellis, Brandon",15,3,6,21,,,,2.0,3.0,1.0,1.0,4.0,1.0,2.0,,8.0,11.0,1.0,,1.0,,,92.0
8,"Fiorini, Brayden",14,4,5,19,,,,4.0,6.0,1.0,,3.0,,,,1.0,16.0,,,,,,82.0
46,"Graham, Caleb",4,3,1,5,,,,,2.0,,,4.0,1.0,4.0,,1.0,4.0,,,16.0,,,95.0
21,"Greenwood, Hugh",9,1,9,18,,,,3.0,1.0,1.0,3.0,1.0,,1.0,,13.0,7.0,,,2.0,,2.0,79.0
39,"Holman, Nick",3,,5,8,,,,1.0,,,,1.0,,,,5.0,4.0,,,,,,80.0
38,"Joyce, Jesse",9,3,5,14,,,,1.0,4.0,3.0,,1.0,,,,5.0,8.0,,,,,,74.0
34,"King, Ben",5,2,2,7,1,,,1.0,,2.0,1.0,2.0,3.0,1.0,,6.0,1.0,1.0,2.0,1.0,,,87.0
23,"Lemmens, Sean",6,1,3,9,1,,,3.0,,4.0,,2.0,,,,2.0,7.0,1.0,,,,,70.0
13,"Lukosius, Jack",12,3,2,14,,,,2.0,8.0,1.0,,2.0,1.0,1.0,,3.0,4.0,1.0,,3.0,,,83.0
44,"Macpherson, Darcy",7,2,5,12,,,,2.0,1.0,,2.0,,,,,4.0,9.0,,,1.0,,,87.0
11,"Miller, Touk",11,5,11,22,,,,4.0,4.0,2.0,2.0,2.0,1.0,1.0,,8.0,15.0,,,,,1.0,82.0
18,"Rowell, Matt",6,1,13,19,,,,4.0,2.0,2.0,4.0,3.0,1.0,,,11.0,8.0,,,1.0,,,78.0
24,"Swallow, David",13,5,4,17,1,,,2.0,1.0,3.0,3.0,2.0,,1.0,,8.0,10.0,1.0,,2.0,,,80.0
14,"Weller, Lachie",11,6,6,17,,,,2.0,4.0,3.0,2.0,4.0,1.0,2.0,,4.0,14.0,,,1.0,,,84.0
28,"Witts, Jarrod",2,,3,5,,,24.0,1.0,,1.0,2.0,1.0,,1.0,,2.0,2.0,,,2.0,,,73.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,59,123,296,4,5.0,34.0,41.0,51.0,31.0,25.0,45.0,14.0,17.0,,118.0,167.0,9.0,4.0,39.0,2.0,3.0,
Opposition,Opposition,219,90,138,357,10,16.0,31.0,60.0,26.0,62.0,36.0,45.0,17.0,14.0,6.0,129.0,222.0,7.0,12.0,43.0,2.0,8.0,
