Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",22y 331d,58 (19-0-39 32.76%),27 (0.47),13 (11-0-2 84.62%),3 (0.23)
31,"Andrews, Harris",23y 268d,111 (38-0-73 34.23%),9 (0.08),←,
43,"Answerth, Noah",21y 29d,26 (18-0-8 69.23%),2 (0.08),←,
33,"Bailey, Zac",20y 347d,41 (24-0-17 58.54%),21 (0.51),←,
7,"Berry, Jarrod",22y 212d,71 (33-0-38 46.48%),33 (0.46),←,
14,"Birchall, Grant",32y 220d,260 (178-1-81 68.65%),34 (0.13),12 (11-0-1 91.67%),
23,"Cameron, Charlie",26y 61d,122 (75-1-46 61.89%),182 (1.49),49 (28-0-21 57.14%),95 (1.94)
18,"Coleman, Keidean",20y 157d,1 (1-0-0 100.00%),,←,
47,"Fullarton, Tom",21y 194d,2 (2-0-0 100.00%),1 (0.50),←,
27,"Gardiner, Darcy",24y 348d,120 (47-0-73 39.17%),5 (0.04),←,
30,"Hipwood, Eric",22y 357d,89 (38-0-51 42.70%),132 (1.48),←,
35,"Lester, Ryan",28y 9d,136 (50-0-86 36.76%),45 (0.33),←,
17,"Lyons, Jarryd",28y 44d,130 (71-0-59 54.62%),66 (0.51),38 (27-0-11 71.05%),17 (0.45)
6,"McCluggage, Hugh",22y 185d,77 (35-0-42 45.45%),47 (0.61),←,
46,"McInerney, Oscar",26y 56d,51 (29-0-22 56.86%),29 (0.57),←,
25,"McStay, Daniel",25y 72d,115 (44-0-71 38.26%),82 (0.71),←,
9,"Neale, Lachie",27y 103d,173 (92-0-81 53.18%),90 (0.52),38 (27-0-11 71.05%),23 (0.61)
16,"Rayner, Cam",20y 319d,58 (30-0-28 51.72%),50 (0.86),←,
10,"Rich, Daniel",30y 89d,217 (81-1-135 37.56%),107 (0.49),←,
5,"Robinson, Mitch",31y 89d,205 (91-1-113 44.63%),110 (0.54),105 (40-0-65 38.10%),52 (0.50)
37,"Starcevich, Brandon",21y 42d,19 (13-0-6 68.42%),2 (0.11),←,
15,"Zorko, Dayne",31y 208d,180 (67-0-113 37.22%),190 (1.06),←,
Totals,Totals,25y 37d,2262 (1076-4-1182 47.57%),1264 (0.56),,
C,"Fagan, Chris",59y 73d,82 (37-0-45 45.12%),,←,
