St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
26,"Battle, Josh",24y 268d,88 (43-0-45 48.86%),26 (0.30),←,
16,"Butler, Dan",26y 358d,116 (67-0-49 57.76%),135 (1.16),71 (36-0-35 50.70%),82 (1.15)
13,"Byrnes, Ryan",22y 24d,39 (23-0-16 58.97%),9 (0.23),←,
47,"Caminiti, Anthony",19y 169d,8 (5-0-3 62.50%),10 (1.25),←,
11,"Clark, Hunter",24y 62d,79 (34-1-44 43.67%),11 (0.14),←,
5,"Crouch, Brad",29y 133d,147 (75-0-72 51.02%),51 (0.35),52 (27-0-25 51.92%),17 (0.33)
4,"Gresham, Jade",25y 276d,123 (58-1-64 47.56%),125 (1.02),←,
22,"Higgins, Jack",24y 69d,91 (54-1-36 59.89%),108 (1.19),48 (24-0-24 50.00%),79 (1.65)
8,"Hill, Bradley",29y 322d,222 (133-0-89 59.91%),93 (0.42),73 (39-0-34 53.42%),14 (0.19)
20,"Howard, Dougal",27y 63d,113 (58-0-55 51.33%),15 (0.13),68 (35-0-33 51.47%),1 (0.01)
12,"King, Max",22y 324d,62 (30-0-32 48.39%),120 (1.94),←,
19,"Marshall, Rowan",27y 184d,97 (46-0-51 47.42%),46 (0.47),←,
33,"Paton, Ben",24y 220d,66 (33-0-33 50.00%),4 (0.06),←,
25,"Phillipou, Mattaes",18y 151d,11 (7-0-4 63.64%),7 (0.64),←,
6,"Ross, Sebastian",30y 20d,191 (78-2-111 41.36%),33 (0.17),←,
43,"Sharman, Cooper",22y 306d,18 (9-0-9 50.00%),15 (0.83),←,
35,"Sinclair, Jack",28y 104d,152 (67-1-84 44.41%),51 (0.34),←,
9,"Steele, Jack",27y 165d,145 (64-1-80 44.48%),56 (0.39),128 (56-1-71 44.14%),47 (0.37)
14,"Stocker, Liam",23y 124d,39 (15-0-24 38.46%),2 (0.05),11 (7-0-4 63.64%),
7,"Wanganeen-Milera, Nasiah",20y 94d,28 (15-0-13 53.57%),1 (0.04),←,
29,"Webster, Jimmy",29y 333d,137 (54-1-82 39.78%),4 (0.03),←,
44,"Wilkie, Callum",27y 78d,96 (48-0-48 50.00%),1 (0.01),←,
32,"Wood, Mason",29y 256d,104 (54-0-50 51.92%),106 (1.02),39 (24-0-15 61.54%),30 (0.77)
Totals,Totals,25y 178d,2172 (1070-8-1094 49.26%),1029 (0.47),,
C,"Lyon, Ross",56y 200d,316 (179-5-132 57.44%),,132 (83-4-45 64.39%),
