Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
2,"Dyson, Ricky",22y 275d,57 (20-1-36 35.96%),29 (0.51),←,
31,"Fletcher, Dustin",33y 53d,289 (177-3-109 61.76%),65 (0.22),←,
19,"Hille, David",27y 27d,138 (63-1-74 46.01%),101 (0.73),←,
7,"Jetta, Leroy",19y 359d,15 (8-0-7 53.33%),5 (0.33),←,
27,"Laycock, Jason",23y 238d,52 (19-0-33 36.54%),30 (0.58),←,
18,"Lloyd, Matthew",30y 74d,244 (143-2-99 59.02%),862 (3.53),←,
36,"Lonergan, Sam",21y 95d,12 (5-0-7 41.67%),5 (0.42),←,
42,"Lovett-Murray, Nathan",25y 224d,77 (26-0-51 33.77%),44 (0.57),←,
13,"Lovett, Andrew",25y 231d,60 (18-1-41 30.83%),69 (1.15),←,
25,"Lucas, Scott",30y 182d,253 (140-2-111 55.73%),441 (1.74),←,
33,"McPhee, Adam",25y 267d,139 (54-0-85 38.85%),69 (0.50),114 (48-0-66 42.11%),60 (0.53)
10,"McVeigh, Mark",27y 155d,173 (86-2-85 50.29%),86 (0.50),←,
6,"Monfries, Angus",21y 162d,64 (20-1-43 32.03%),59 (0.92),←,
23,"Myers, David",18y 365d,8 (3-0-5 37.50%),1 (0.13),←,
17,"Nash, Jay",22y 191d,33 (13-1-19 40.91%),8 (0.24),←,
11,"Peverill, Damien",28y 353d,137 (65-2-70 48.18%),32 (0.23),←,
9,"Ramanauskas, Adam",27y 223d,126 (81-1-44 64.68%),62 (0.49),←,
37,"Reimers, Kyle",19y 171d,14 (5-0-9 35.71%),9 (0.64),←,
30,"Ryder, Paddy",20y 107d,44 (16-1-27 37.50%),8 (0.18),←,
5,"Stanton, Brent",22y 59d,90 (31-1-58 35.00%),52 (0.58),←,
4,"Watson, Jobe",23y 142d,64 (24-1-39 38.28%),22 (0.34),←,
12,"Welsh, Andrew",25y 139d,127 (52-2-73 41.73%),23 (0.18),←,
Totals,Totals,24y 252d,2216 (1069-22-1125 48.24%),2082 (0.94),,
C,"Knights, Matthew",37y 268d,14 (5-0-9 35.71%),,←,
