Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
6,"Caldwell, Jye",23y 255d,68 (28-1-39 41.91%),21 (0.31),57 (25-1-31 44.74%),20 (0.35)
13,"Cox, Nik",22y 146d,45 (19-1-25 43.33%),15 (0.33),←,
22,"Durham, Sam",22y 336d,61 (29-1-31 48.36%),16 (0.26),←,
17,"Goldstein, Todd",35y 344d,327 (138-3-186 42.66%),159 (0.49),12 (8-1-3 70.83%),2 (0.17)
11,"Gresham, Jade",26y 290d,149 (72-2-75 48.99%),147 (0.99),13 (8-1-4 65.38%),11 (0.85)
35,"Guelfi, Matt",26y 300d,103 (51-1-51 50.00%),56 (0.54),←,
21,"Heppell, Dyson",32y 26d,248 (118-3-127 48.19%),67 (0.27),←,
19,"Hind, Nick",29y 295d,91 (40-1-50 44.51%),30 (0.33),70 (31-1-38 45.00%),13 (0.19)
23,"Jones, Harry",23y 105d,42 (23-1-18 55.95%),46 (1.10),←,
29,"Kelly, Jake",29y 140d,160 (71-2-87 45.00%),4 (0.03),50 (21-1-28 43.00%),3 (0.06)
4,"Langford, Kyle",27y 191d,143 (62-2-79 44.06%),156 (1.09),←,
15,"Laverde, Jayden",28y 58d,122 (55-1-66 45.49%),38 (0.31),←,
37,"Martin, Nic",23y 67d,57 (26-1-30 46.49%),41 (0.72),←,
1,"McGrath, Andrew",26y 7d,147 (71-2-74 48.98%),20 (0.14),←,
32,"McKay, Ben",26y 168d,84 (16-2-66 20.24%),1 (0.01),13 (8-1-4 65.38%),
47,"Menzie, Jye",21y 225d,30 (15-0-15 50.00%),26 (0.87),←,
7,"Merrett, Zach",28y 250d,219 (96-3-120 44.52%),72 (0.33),←,
16,"Perkins, Archie",22y 75d,72 (32-0-40 44.44%),48 (0.67),←,
14,"Ridley, Jordan",25y 233d,88 (37-1-50 42.61%),2 (0.02),←,
12,"Setterfield, Will",26y 125d,71 (27-0-44 38.03%),14 (0.20),14 (5-0-9 35.71%),2 (0.14)
25,"Stringer, Jake",30y 45d,202 (101-1-100 50.25%),349 (1.73),113 (53-1-59 47.35%),189 (1.67)
5,"Tsatas, Elijah",19y 235d,11 (6-0-5 54.55%),2 (0.18),←,
20,"Wright, Peter",27y 275d,128 (39-1-88 30.86%),199 (1.55),62 (26-1-35 42.74%),114 (1.84)
Totals,Totals,26y 135d,2668 (1172-30-1466 43.93%),1529 (0.57),,
C,"Scott, Brad",48y 37d,247 (125-1-121 50.81%),,36 (19-1-16 54.17%),
