Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",27y 52d,181 (123-1-57 68.23%),76 (0.42),39 (33-1-5 85.90%),18 (0.46)
11,"Blair, Jarryd",21y 93d,26 (23-1-2 90.38%),25 (0.96),←,
15,"Brown, Leigh",29y 143d,236 (122-3-111 52.33%),131 (0.56),55 (44-2-9 81.82%),47 (0.85)
32,"Cloke, Travis",24y 133d,139 (88-2-49 64.03%),198 (1.42),←,
1,"Davis, Leon",30y 29d,217 (121-2-94 56.22%),267 (1.23),←,
35,"Fasolo, Alex",19y 38d,4 (4-0-0 100.00%),4 (1.00),←,
26,"Johnson, Ben",30y 102d,215 (125-1-89 58.37%),65 (0.30),←,
18,"Jolly, Darren",29y 252d,199 (113-4-82 57.79%),101 (0.51),33 (27-2-4 84.85%),31 (0.94)
23,"Keeffe, Lachlan",21y 93d,2 (2-0-0 100.00%),1 (0.50),←,
7,"Krakouer, Andrew",28y 162d,116 (47-0-69 40.52%),118 (1.02),14 (13-0-1 92.86%),16 (1.14)
8,"Lumumba, Heritier",24y 243d,126 (84-2-40 67.46%),15 (0.12),←,
5,"Maxwell, Nick",28y 43d,152 (94-2-56 62.50%),26 (0.17),←,
3,"McCarthy, John",21y 239d,16 (10-0-6 62.50%),10 (0.63),←,
10,"Pendlebury, Scott",23y 190d,117 (78-2-37 67.52%),74 (0.63),←,
20,"Reid, Ben",22y 78d,44 (31-2-11 72.73%),4 (0.09),←,
14,"Rounds, Luke",20y 156d,3 (3-0-0 100.00%),,←,
22,"Sidebottom, Steele",20y 195d,51 (40-2-9 80.39%),45 (0.88),←,
36,"Swan, Dane",27y 141d,165 (101-2-62 61.82%),120 (0.73),←,
2,"Tarrant, Chris",30y 301d,247 (116-0-131 46.96%),361 (1.46),175 (88-0-87 50.29%),301 (1.72)
13,"Thomas, Dale",24y 25d,125 (83-2-40 67.20%),99 (0.79),←,
34,"Toovey, Alan",24y 115d,81 (59-2-20 74.07%),8 (0.10),←,
21,"Wellingham, Sharrod",23y 9d,67 (50-2-15 76.12%),37 (0.55),←,
Totals,Totals,25y 29d,2529 (1517-32-980 59.98%),1785 (0.71),,
C,"Malthouse, Mick",57y 333d,654 (378-6-270 58.26%),,276 (155-2-119 56.52%),
