St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
27,"Blake, Jason",27y 176d,134 (66-2-66 50.00%),33 (0.25),←,
16,"Clarke, Raphael",22y 349d,39 (24-0-15 61.54%),6 (0.15),←,
3,"Clarke, Xavier",24y 345d,105 (56-2-47 54.29%),49 (0.47),←,
26,"Dal Santo, Nick",24y 198d,142 (77-2-63 54.93%),71 (0.50),←,
40,"Eddy, Robert",20y 244d,11 (8-0-3 72.73%),3 (0.27),←,
25,"Fisher, Sam",26y 59d,94 (56-1-37 60.11%),7 (0.07),←,
28,"Gardiner, Charlie",25y 190d,63 (39-0-24 61.90%),34 (0.54),12 (8-0-4 66.67%),9 (0.75)
19,"Gilbert, Sam",22y 19d,37 (21-1-15 58.11%),11 (0.30),←,
18,"Goddard, Brendon",23y 110d,111 (66-0-45 59.46%),40 (0.36),←,
1,"Gram, Jason",24y 133d,75 (42-1-32 56.67%),37 (0.49),73 (41-1-31 56.85%),37 (0.51)
33,"Gwilt, James",22y 27d,24 (13-0-11 54.17%),5 (0.21),←,
35,"Harvey, Robert",37y 17d,381 (193-4-184 51.18%),215 (0.56),←,
7,"Hayes, Lenny",28y 237d,190 (85-3-102 45.53%),67 (0.35),←,
8,"Hudghton, Max",32y 5d,225 (103-3-119 46.44%),14 (0.06),←,
38,"Jones, Clinton",24y 218d,24 (15-1-8 64.58%),7 (0.29),←,
2,"King, Steven",29y 290d,213 (111-2-100 52.58%),80 (0.38),20 (12-0-8 60.00%),5 (0.25)
23,"Koschitzke, Justin",25y 353d,117 (59-1-57 50.85%),120 (1.03),←,
32,"McQualter, Andrew",22y 90d,33 (17-0-16 51.52%),6 (0.18),←,
44,"Milne, Stephen",28y 183d,163 (79-2-82 49.08%),327 (2.01),←,
11,"Montagna, Leigh",24y 310d,96 (56-1-39 58.85%),60 (0.63),←,
12,"Riewoldt, Nick",25y 326d,156 (79-2-75 51.28%),312 (2.00),←,
13,"Schneider, Adam",24y 118d,115 (69-1-45 60.43%),125 (1.09),17 (9-0-8 52.94%),26 (1.53)
Totals,Totals,25y 298d,2548 (1334-29-1185 52.35%),1629 (0.64),,
C,"Lyon, Ross",41y 304d,45 (24-1-20 54.44%),,←,
