North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",7,2.0,4,11,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
13,"Bardsley, Kristian",5,1.0,2,7,1.0,1.0,,2.0,,,,,,,,,,,,,,,
18,"Carey, Wayne",13,7.0,2,15,2.0,3.0,1.0,3.0,,,,,2.0,2.0,,,,,,,,,
23,"Clarkson, Alastair",4,,5,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Crocker, Darren",15,4.0,4,19,,,,,,,,,3.0,1.0,,,,,,,,,
5,"Dennis, Richard",15,5.0,5,20,,,,,,,,,3.0,,,,,,,,,,
28,"Dwyer, Anthony",12,7.0,3,15,1.0,1.0,,,,,,,2.0,4.0,,,,,,,,,
6,"Fairley, Ian",8,1.0,1,9,,,,,,,,,1.0,,,,,,,,,,
31,"Gallagher, Michael",10,8.0,13,23,,,12.0,1.0,,,,,3.0,3.0,,,,,,,,,
29,"German, Peter",16,5.0,9,25,1.0,1.0,,2.0,,,,,2.0,2.0,1.0,,,,,,,,
9,"Larkin, Matthew",9,3.0,9,18,,,,,,,,,1.0,1.0,,,,,,,,,
35,"Longmire, John",3,2.0,2,5,,,,,,,,,1.0,,,,,,,,,,
4,"Martyn, Mick",3,1.0,2,5,,1.0,,1.0,,,,,,,,,,,,,,,
16,"McCarthy, John",8,6.0,4,12,3.0,,,,,,,,1.0,1.0,,,,,,,,,
25,"McDonald, Donald",4,3.0,3,7,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",20,3.0,2,22,,1.0,,1.0,,,,,3.0,5.0,,,,,,,,,
24,"Sholl, Craig",13,3.0,4,17,,,,1.0,,,,,2.0,,,,,,,,,,
15,"Smith, Ross",12,2.0,6,18,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
1,"Spargo, Paul",23,7.0,8,31,2.0,3.0,,,,,,,1.0,5.0,,,,,,,,,
7,"Steele, Darren",9,1.0,2,11,,,,,,,,,1.0,1.0,,,,,,,,,
Totals,Totals,209,71.0,90,299,10.0,15.0,14.0,16.0,,,,,30.0,29.0,1.0,,,,,,,,
Opposition,Opposition,232,92.0,94,326,14.0,17.0,17.0,21.0,,,,,29.0,30.0,5.0,,,,,,,,
