St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Armitage, David",11,5,11,22,,2.0,,3.0,2.0,5.0,6.0,2.0,2.0,,,11.0,12.0,,1.0,,3.0,,83.0
15,"Billings, Jack",7,4,5,12,1,,,,2.0,1.0,,,2.0,,,5.0,7.0,,1.0,,,,69.0
27 ↓,"Bruce, Josh",5,2,4,9,1,,,2.0,,2.0,1.0,2.0,1.0,,,5.0,4.0,,,1.0,,,53.0
26,"Curren, Tom",4,2,3,7,2,,,1.0,,3.0,1.0,,,,,3.0,3.0,,1.0,,,2.0,94.0
21,"Delaney, Luke",5,5,4,9,,,,2.0,1.0,1.0,,,,,,4.0,5.0,,,11.0,,,91.0
24,"Dempster, Sean",13,8,4,17,,1.0,,4.0,3.0,2.0,,1.0,2.0,1.0,,5.0,11.0,2.0,,2.0,3.0,,86.0
25,"Fisher, Sam",16,8,1,17,,,2.0,2.0,1.0,1.0,,2.0,,2.0,,3.0,14.0,1.0,,3.0,,,92.0
19,"Gilbert, Sam",12,7,5,17,,,,2.0,4.0,2.0,1.0,5.0,1.0,3.0,,7.0,11.0,1.0,,3.0,1.0,1.0,87.0
33,"Gwilt, James",11,8,9,20,3,1.0,,1.0,1.0,1.0,,3.0,,,1.0,2.0,17.0,1.0,3.0,2.0,1.0,,93.0
7,"Hayes, Lenny",8,1,9,17,1,,2.0,4.0,,3.0,3.0,2.0,2.0,1.0,,8.0,9.0,,,3.0,,,75.0
18,"Longer, Billy",4,1,2,6,,,23.0,3.0,,,4.0,3.0,3.0,1.0,,5.0,1.0,,,2.0,,2.0,86.0
11,"Montagna, Leigh",16,5,8,24,,,,4.0,2.0,4.0,3.0,4.0,2.0,2.0,,10.0,14.0,1.0,,2.0,,,79.0
30 ↑,"Murdoch, Brodie",3,2,1,4,1,,,,,1.0,,1.0,,,,,4.0,,1.0,1.0,,,29.0
16,"Newnes, Jack",11,7,8,19,1,,,3.0,3.0,2.0,2.0,4.0,1.0,2.0,,7.0,11.0,,,3.0,,,88.0
22,"Ray, Farren",12,6,8,20,,,,4.0,4.0,3.0,2.0,1.0,1.0,,,5.0,15.0,,,1.0,,1.0,86.0
12,"Riewoldt, Nick",9,6,4,13,1,1.0,1.0,4.0,1.0,3.0,,,3.0,,,9.0,4.0,4.0,1.0,,,1.0,98.0
6,"Ross, Sebastian",12,5,7,19,1,,1.0,4.0,6.0,3.0,6.0,2.0,1.0,,,10.0,9.0,,,3.0,2.0,1.0,77.0
5,"Savage, Shane",7,4,4,11,,,,4.0,1.0,3.0,,3.0,,3.0,,1.0,8.0,,,3.0,,,89.0
13,"Schneider, Adam",11,5,6,17,1,,,7.0,3.0,1.0,,,1.0,,,3.0,14.0,,,1.0,2.0,,86.0
28,"Stanley, Rhys",3,2,2,5,,2.0,5.0,2.0,,1.0,,1.0,3.0,1.0,,5.0,1.0,1.0,1.0,2.0,,,90.0
3,"Steven, Jack",13,2,7,20,1,,,8.0,1.0,5.0,3.0,1.0,3.0,1.0,,9.0,11.0,,,,,,85.0
44,"Weller, Maverick",9,2,10,19,1,,,5.0,,4.0,4.0,2.0,2.0,2.0,,8.0,10.0,,,,1.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,97,122,324,15,9.0,34.0,69.0,35.0,51.0,36.0,39.0,30.0,19.0,1.0,125.0,195.0,11.0,9.0,43.0,13.0,8.0,
Opposition,Opposition,204,78,161,365,18,14.0,41.0,46.0,33.0,55.0,35.0,52.0,19.0,30.0,5.0,141.0,217.0,12.0,11.0,43.0,15.0,8.0,
