Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",5,,4,9,,,,1.0,,2.0,2.0,2.0,,2.0,,5.0,4.0,,,1.0,1.0,,
11,"Archer, Glenn",10,4,3,13,,,,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,9.0,3.0,1.0,,1.0,,,
26,"Bell, Peter",18,5,17,35,1,,,2.0,3.0,7.0,9.0,3.0,3.0,1.0,,13.0,23.0,,,,,,
12,"Blakey, John",11,3,6,17,,,,1.0,3.0,2.0,4.0,2.0,,2.0,,9.0,9.0,,,1.0,,,
22,"Burton, Matthew",2,2,4,6,,1.0,13.0,,2.0,1.0,,,,1.0,,2.0,4.0,,1.0,1.0,,,
17,"Calthorpe, David",2,,2,4,,,,1.0,,1.0,,2.0,,,,2.0,2.0,,,2.0,,,
18,"Carey, Wayne",24,11,6,30,3,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,,16.0,15.0,4.0,2.0,1.0,3.0,,
23,"Clayton, Shane",10,4,8,18,,,,1.0,2.0,4.0,7.0,3.0,,,,8.0,10.0,,,,,,
19,"Dhurrkay, Gary",9,1,4,13,2,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,7.0,6.0,,,,1.0,,
6,"Grant, Shannon",18,13,4,22,4,1.0,,,1.0,3.0,1.0,2.0,,1.0,3.0,3.0,18.0,1.0,5.0,1.0,,,
29,"Harvey, Brent",17,7,9,26,2,3.0,,2.0,2.0,6.0,2.0,,2.0,,,13.0,11.0,2.0,2.0,1.0,1.0,,
34,"King, David",17,4,9,26,2,1.0,,,2.0,8.0,4.0,5.0,,1.0,2.0,10.0,16.0,,1.0,2.0,1.0,,
20,"Kingsley, Kent",3,3,3,6,,,,,,2.0,,,,,,4.0,3.0,,1.0,1.0,,,
27,"Lange, Adam",5,3,6,11,1,,,,,2.0,,4.0,,1.0,,7.0,6.0,1.0,1.0,2.0,,,
35,"Makepeace, Troy",5,1,3,8,1,2.0,,1.0,,1.0,1.0,,,,,6.0,3.0,1.0,,1.0,,,
5,"McCartney, Jason",9,3,4,13,,,2.0,,6.0,1.0,,,1.0,1.0,,7.0,8.0,,,3.0,,,
31,"McKernan, Corey",7,3,5,12,3,,6.0,,,3.0,5.0,2.0,,1.0,,8.0,6.0,,3.0,1.0,,,
28,"Pickett, Byron",13,1,5,18,,,,6.0,3.0,4.0,3.0,1.0,2.0,,,6.0,11.0,,,2.0,3.0,,
13,"Pike, Martin",8,2,4,12,,,,1.0,1.0,3.0,1.0,2.0,1.0,4.0,,5.0,7.0,,,,,,
3,"Rawlings, Brady",1,1,1,2,,,,2.0,1.0,,,,,,,,2.0,,,,,,
7,"Simpson, Adam",13,1,1,14,,,3.0,1.0,3.0,6.0,6.0,1.0,,,,6.0,9.0,,,1.0,1.0,,
36,"Watt, Shannon",,,,,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,72,108,315,19,14.0,25.0,26.0,38.0,64.0,50.0,32.0,12.0,19.0,5.0,146.0,176.0,10.0,16.0,22.0,11.0,,
Opposition,Opposition,201,90,122,323,18,12.0,31.0,23.0,40.0,63.0,36.0,29.0,19.0,12.0,1.0,108.0,213.0,6.0,15.0,30.0,13.0,,
