Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
24,"Firrito, Michael",22y 245d,53 (28-0-25 52.83%),10 (0.19),←,
6,"Grant, Shannon",29y 102d,254 (141-2-111 55.91%),292 (1.15),196 (109-1-86 55.87%),254 (1.30)
15,"Green, Kasey",26y 323d,71 (27-1-43 38.73%),18 (0.25),17 (6-0-11 35.29%),10 (0.59)
31,"Hale, David",22y 69d,54 (23-0-31 42.59%),27 (0.50),←,
39,"Harding, Leigh",25y 95d,85 (43-1-41 51.18%),119 (1.40),←,
4,"Harris, Daniel",24y 81d,86 (42-1-43 49.42%),28 (0.33),←,
29,"Harvey, Brent",28y 77d,211 (119-1-91 56.64%),243 (1.15),←,
21,"Jones, Corey",25y 154d,98 (45-0-53 45.92%),113 (1.15),←,
25,"Lower, Ed",19y 37d,2 (1-0-1 50.00%),,←,
1,"McIntosh, Hamish",21y 329d,13 (4-0-9 30.77%),7 (0.54),←,
20,"Petrie, Drew",23y 288d,101 (48-1-52 48.02%),73 (0.72),←,
30,"Pratt, Daniel",23y 131d,36 (17-0-19 47.22%),3 (0.08),33 (16-0-17 48.48%),2 (0.06)
3,"Rawlings, Brady",25y 50d,128 (66-0-62 51.56%),51 (0.40),←,
26,"Rocca, Saverio",32y 252d,253 (117-3-133 46.84%),737 (2.91),97 (47-1-49 48.97%),223 (2.30)
34,"Schwarze, Ben",22y 340d,7 (4-0-3 57.14%),2 (0.29),←,
7,"Simpson, Adam",30y 164d,240 (140-1-99 58.54%),69 (0.29),←,
9,"Sinclair, Jess",27y 338d,156 (60-1-95 38.78%),60 (0.38),106 (47-1-58 44.81%),34 (0.32)
19,"Swallow, Andrew",19y 58d,7 (2-0-5 28.57%),2 (0.29),←,
23,"Thompson, Nathan",28y 166d,159 (74-1-84 46.86%),289 (1.82),40 (19-0-21 47.50%),97 (2.42)
14,"Urch, Callum",22y 9d,7 (3-0-4 42.86%),1 (0.14),←,
36,"Watt, Shannon",25y 246d,103 (52-1-50 50.97%),6 (0.06),←,
8,"Wells, Daniel",21y 177d,79 (39-1-39 50.00%),46 (0.58),←,
Totals,Totals,24y 336d,2203 (1095-15-1093 49.70%),2196 (1.00),,
C,"Laidley, Dani",39y 125d,84 (40-1-43 48.21%),,←,
