Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",9,3,2,11,2,1.0,,1.0,,3.0,,5.0,,1.0,,4.0,5.0,1.0,2.0,1.0,,1.0,83.0
3,"Coniglio, Stephen",14,2,14,28,1,1.0,,5.0,2.0,3.0,6.0,4.0,3.0,,2.0,20.0,8.0,1.0,1.0,,,,90.0
1,"Davis, Phil",4,3,10,14,,,,1.0,5.0,1.0,,3.0,,2.0,,11.0,5.0,1.0,,15.0,,,88.0
4,"Greene, Toby",12,3,13,25,1,,1.0,3.0,3.0,5.0,6.0,6.0,,2.0,,14.0,11.0,,,1.0,,1.0,78.0
19,"Haynes, Nick",18,5,7,25,,,,,4.0,3.0,2.0,2.0,3.0,1.0,,11.0,12.0,1.0,,5.0,,,79.0
27,"Himmelberg, Harry",10,3,2,12,,,,2.0,4.0,2.0,,,1.0,,,7.0,5.0,,,4.0,,,81.0
17,"Johnson, Steve",11,1,7,18,,1.0,1.0,9.0,,2.0,3.0,2.0,,,,11.0,8.0,,1.0,5.0,,1.0,89.0
22,"Kelly, Josh",18,5,12,30,,,,5.0,1.0,6.0,2.0,7.0,,,,15.0,15.0,,,1.0,1.0,,87.0
40,"Kennedy, Adam",5,2,3,8,,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,3.0,5.0,,1.0,2.0,,,88.0
37,"Lobb, Rory",2,1,4,6,,,12.0,8.0,1.0,,,,,,,3.0,3.0,1.0,,3.0,,,85.0
41,"Mumford, Shane",2,3,9,11,,,49.0,10.0,,2.0,3.0,,2.0,,,5.0,6.0,1.0,,,,,82.0
24,"Patfull, Joel",11,2,,11,,,1.0,3.0,4.0,1.0,,2.0,1.0,1.0,,4.0,5.0,,,7.0,,,77.0
12,"Patton, Jonathon",4,2,2,6,1,,,4.0,,1.0,,1.0,,,,3.0,4.0,,,4.0,,,73.0
50,"Reid, Sam",6,,3,9,1,1.0,,5.0,1.0,4.0,1.0,2.0,2.0,1.0,,6.0,3.0,,,,,,69.0
9,"Scully, Tom",17,3,12,29,1,1.0,,8.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,10.0,18.0,,,2.0,2.0,1.0,93.0
23,"Shaw, Heath",29,6,1,30,,,,2.0,10.0,,2.0,10.0,1.0,2.0,,7.0,16.0,,,7.0,1.0,,98.0
5,"Shiel, Dylan",20,1,8,28,2,1.0,,5.0,2.0,6.0,8.0,8.0,1.0,1.0,3.0,13.0,12.0,,,,1.0,1.0,76.0
10,"Smith, Devon",10,2,13,23,2,2.0,,4.0,,2.0,4.0,2.0,2.0,,,12.0,11.0,,,,,1.0,81.0
20,"Tomlinson, Adam",6,3,6,12,,1.0,,,1.0,3.0,,1.0,,1.0,,7.0,5.0,2.0,,4.0,,,83.0
8,"Ward, Callan",13,1,10,23,,1.0,1.0,7.0,,6.0,5.0,7.0,1.0,2.0,,11.0,14.0,,,2.0,,,84.0
29,"Williams, Zac",12,,7,19,,,,4.0,3.0,3.0,,2.0,1.0,,,6.0,12.0,,,2.0,1.0,1.0,74.0
16,"Wilson, Nathan",7,1,3,10,,,,2.0,3.0,2.0,,4.0,1.0,1.0,,4.0,5.0,,,2.0,,,62.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,52,148,388,11,13.0,65.0,90.0,49.0,59.0,46.0,73.0,21.0,17.0,6.0,187.0,188.0,8.0,5.0,67.0,6.0,7.0,
Opposition,Opposition,215,60,161,376,9,6.0,31.0,78.0,42.0,58.0,49.0,66.0,17.0,21.0,,159.0,200.0,7.0,6.0,87.0,8.0,6.0,
