Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",17,2,11,28,2,1.0,,4.0,,8.0,5.0,5.0,1.0,3.0,3.0,11.0,18.0,,,,,1.0,83.0
5,"Broadbent, Matthew",16,6,6,22,,,,,7.0,3.0,,1.0,,,,5.0,15.0,,,1.0,6.0,2.0,86.0
17,"Clurey, Tom",4,5,5,9,,,,4.0,,,,,,,,,9.0,,,4.0,2.0,,88.0
30,"Colquhoun, Sam",7,4,9,16,,,,2.0,3.0,,2.0,2.0,,1.0,,4.0,12.0,,,,,,77.0
7,"Ebert, Brad",10,6,7,17,1,,1.0,8.0,1.0,5.0,1.0,2.0,,,,8.0,10.0,1.0,1.0,,,2.0,85.0
9,"Gray, Robbie",11,1,10,21,1,,,2.0,1.0,6.0,9.0,4.0,3.0,2.0,,10.0,11.0,,,1.0,,2.0,85.0
8,"Hartlett, Hamish",8,1,10,18,,,,6.0,1.0,4.0,4.0,2.0,1.0,,,9.0,9.0,,,1.0,4.0,,77.0
36,"Hombsch, Jack",3,4,3,6,,,,2.0,,,,4.0,,4.0,,2.0,5.0,,,5.0,,,96.0
24,"Impey, Jarman",2,,5,7,,,,2.0,,1.0,,2.0,,2.0,,4.0,3.0,,,2.0,,,84.0
23,"Lobbe, Matthew",7,2,2,9,1,,46.0,5.0,1.0,3.0,3.0,6.0,3.0,3.0,,5.0,4.0,,,2.0,,1.0,91.0
6 ↓,"Monfries, Angus",2,,5,7,,,,4.0,,1.0,1.0,2.0,,2.0,,4.0,3.0,,,,,,58.0
26,"Moore, Andrew",10,2,3,13,1,,3.0,7.0,2.0,2.0,4.0,4.0,1.0,1.0,,6.0,7.0,,,2.0,2.0,1.0,85.0
3,"Neade, Jake",3,2,3,6,2,,,4.0,,1.0,,,,,,2.0,4.0,,,2.0,,,75.0
13,"OShea, Cameron",10,7,3,13,,,,2.0,2.0,,1.0,2.0,,1.0,,6.0,7.0,,,1.0,,,92.0
4,"Ryder, Paddy",10,3,,10,4,,10.0,,1.0,3.0,1.0,,1.0,,,6.0,3.0,2.0,1.0,2.0,,1.0,90.0
28,"Schulz, Jay",6,3,2,8,3,1.0,,1.0,,1.0,,2.0,,2.0,,2.0,7.0,,3.0,2.0,1.0,,88.0
12,"Trengove, Jackson",5,3,7,12,,,,,2.0,1.0,,2.0,,1.0,,3.0,7.0,,,6.0,,,96.0
39,"Westhoff, Justin",10,4,4,14,1,1.0,,4.0,1.0,3.0,4.0,1.0,1.0,,,6.0,7.0,1.0,1.0,1.0,,,91.0
19,"White, Matt",4,,2,6,1,,,2.0,2.0,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,2.0,,81.0
16,"Wines, Ollie",9,3,16,25,,,,8.0,,3.0,7.0,6.0,3.0,2.0,,17.0,10.0,1.0,1.0,1.0,,2.0,79.0
20,"Wingard, Chad",12,3,5,17,3,1.0,,8.0,,3.0,2.0,4.0,4.0,,2.0,8.0,9.0,,3.0,,,,89.0
40 ↑,"Young, Aaron",2,,6,8,,,,1.0,,1.0,1.0,,1.0,,,5.0,3.0,,,,,,24.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,168,61,124,292,20,9.0,60.0,76.0,24.0,50.0,46.0,52.0,19.0,25.0,5.0,126.0,165.0,5.0,10.0,33.0,17.0,12.0,
Opposition,Opposition,214,91,173,387,17,14.0,38.0,67.0,28.0,49.0,43.0,47.0,25.0,19.0,1.0,144.0,240.0,7.0,12.0,40.0,2.0,13.0,
