Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
16,"Bradley, Kepler",19y 244d,18 (6-0-12 33.33%),5 (0.28),←,
22,"Cartledge, Tristan",20y 34d,3 (2-0-1 66.67%),1 (0.33),←,
13,"Cupido, Damian",23y 126d,51 (28-0-23 54.90%),66 (1.29),38 (21-0-17 55.26%),50 (1.32)
2,"Dyson, Ricky",19y 290d,15 (9-0-6 60.00%),9 (0.60),←,
31,"Fletcher, Dustin",30y 69d,238 (159-3-76 67.44%),60 (0.25),←,
21,"Johns, Courtney",20y 243d,2 (1-0-1 50.00%),,←,
14,"Johnson, Jason",27y 171d,145 (93-1-51 64.48%),88 (0.61),←,
1,"Johnson, Mark",27y 53d,146 (97-1-48 66.78%),67 (0.46),←,
18,"Lloyd, Matthew",27y 90d,203 (125-2-76 62.07%),735 (3.62),←,
41,"Lovett, Andrew",22y 246d,14 (6-0-8 42.86%),15 (1.07),←,
25,"Lucas, Scott",27y 197d,197 (121-1-75 61.68%),289 (1.47),←,
10,"McVeigh, Mark",24y 170d,115 (66-1-48 57.83%),46 (0.40),←,
6,"Monfries, Angus",18y 177d,8 (3-0-5 37.50%),6 (0.75),←,
28,"Murphy, Justin",29y 82d,182 (82-0-100 45.05%),151 (0.83),37 (19-0-18 51.35%),28 (0.76)
38,"Nash, Jay",19y 206d,1 (1-0-0 100.00%),,←,
11,"Peverill, Damien",26y 3d,93 (51-1-41 55.38%),20 (0.22),←,
20,"Richards, Ted",22y 185d,27 (17-0-10 62.96%),17 (0.63),←,
43,"Rioli, Dean",27y 56d,94 (63-1-30 67.55%),88 (0.94),←,
7,"Solomon, Dean",25y 187d,136 (89-0-47 65.44%),52 (0.38),←,
24,"Stanton, Brent",19y 75d,28 (11-0-17 39.29%),12 (0.43),←,
17,"Thomas, Paul",23y 70d,5 (1-0-4 20.00%),,←,
8,"Winderlich, Jason",20y 278d,16 (6-0-10 37.50%),6 (0.38),←,
Totals,Totals,23y 264d,1737 (1037-11-689 59.70%),1733 (1.00),,
C,"Sheedy, Kevin",57y 203d,585 (371-6-208 63.93%),,←,
