0,1,2,3,4,5,6
←,"Round: 12 Venue: Gabba Date: Sat, 15-Aug-2020 5:10 PM Attendance: 5338","Round: 12 Venue: Gabba Date: Sat, 15-Aug-2020 5:10 PM Attendance: 5338","Round: 12 Venue: Gabba Date: Sat, 15-Aug-2020 5:10 PM Attendance: 5338","Round: 12 Venue: Gabba Date: Sat, 15-Aug-2020 5:10 PM Attendance: 5338","Round: 12 Venue: Gabba Date: Sat, 15-Aug-2020 5:10 PM Attendance: 5338",→
←,Melbourne,3.3.21,10.4.64,12.4.76,16.4.100,→
←,Collingwood,1.1.7,5.2.32,6.6.42,6.8.44,→
←,Qrt margin,ME by 14,ME by 32,ME by 34,ME by 56,→
←,Qrt scores,ME 21-7,ME 43-25,ME 12-10,ME 24-2,→
←,Field umpires,"Matt Stevic (392), Hayden Meyer (63), Brendan Hosking (164)","Matt Stevic (392), Hayden Meyer (63), Brendan Hosking (164)","Matt Stevic (392), Hayden Meyer (63), Brendan Hosking (164)","Matt Stevic (392), Hayden Meyer (63), Brendan Hosking (164)",→
