Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 287d,15 (7-0-8 46.67%),1 (0.07),←,
44,"Buckley, Jack",23y 108d,5 (0-0-5 0.00%),,←,
21,"Buntine, Matt",27y 167d,60 (30-0-30 50.00%),3 (0.05),←,
3,"Coniglio, Stephen",27y 110d,152 (70-1-81 46.38%),84 (0.55),←,
13,"Cumming, Isaac",22y 236d,13 (5-0-8 38.46%),,←,
16,"Daniels, Brent",22y 26d,51 (29-0-22 56.86%),20 (0.39),←,
1,"Davis, Phil",30y 217d,179 (88-3-88 50.00%),7 (0.04),161 (77-3-81 48.76%),6 (0.04)
24,"de Boer, Matt",31y 25d,203 (116-4-83 58.13%),76 (0.37),65 (38-3-24 60.77%),28 (0.43)
30,"Flynn, Matt",23y 203d,3 (0-0-3 0.00%),,←,
4,"Greene, Toby",27y 191d,161 (72-1-88 45.03%),191 (1.19),←,
12,"Green, Tom",20y 71d,8 (3-0-5 37.50%),3 (0.38),←,
19,"Haynes, Nick",28y 321d,148 (71-3-74 48.99%),9 (0.06),←,
37,"Hill, Bobby",21y 54d,16 (7-0-9 43.75%),12 (0.75),←,
27,"Himmelberg, Harry",24y 331d,84 (50-1-33 60.12%),97 (1.15),←,
2,"Hopper, Jacob",24y 57d,87 (51-1-35 59.20%),33 (0.38),←,
39,"Idun, Connor",20y 249d,5 (1-0-4 20.00%),,←,
25,"Keeffe, Lachlan",30y 355d,74 (40-0-34 54.05%),15 (0.20),34 (15-0-19 44.12%),8 (0.24)
22,"Kelly, Josh",26y 51d,135 (74-2-59 55.56%),84 (0.62),←,
33,"OHalloran, Xavier",20y 267d,4 (1-0-3 25.00%),1 (0.25),←,
34,"Shipley, Nick",21y 283d,4 (1-0-3 25.00%),,←,
14,"Taranto, Tim",23y 66d,77 (44-1-32 57.79%),29 (0.38),←,
15,"Taylor, Sam",21y 334d,37 (23-0-14 62.16%),1 (0.03),←,
8,"Ward, Callan",30y 359d,227 (100-3-124 44.71%),111 (0.49),167 (68-3-96 41.62%),78 (0.47)
Totals,Totals,24y 301d,1748 (883-20-845 50.51%),777 (0.44),,
C,"Cameron, Leon",48y 214d,163 (87-3-73 54.29%),,←,
