Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",29y 241d,169 (95-0-74 56.21%),22 (0.13),←,
35,"Biglands, Rhett",28y 335d,129 (79-0-50 61.24%),55 (0.43),←,
10,"Bode, Matthew",27y 37d,101 (56-0-45 55.45%),81 (0.80),72 (45-0-27 62.50%),56 (0.78)
24,"Burton, Brett",28y 93d,133 (73-0-60 54.89%),182 (1.37),←,
4,"Clarke, Matthew",32y 321d,242 (121-2-119 50.41%),34 (0.14),112 (59-0-53 52.68%),15 (0.13)
11,"Doughty, Michael",27y,94 (62-0-32 65.96%),28 (0.30),←,
9,"Edwards, Tyson",29y 364d,237 (131-0-106 55.27%),152 (0.64),←,
36,"Goodwin, Simon",29y 222d,188 (110-0-78 58.51%),112 (0.60),←,
34,"Hart, Ben",32y 27d,309 (166-1-142 53.88%),45 (0.15),←,
37,"Hentschel, Trent",23y 223d,58 (38-0-20 65.52%),76 (1.31),←,
18,"Johncock, Graham",23y 288d,103 (62-0-41 60.19%),79 (0.77),←,
3,"Massie, Kris",26y 67d,103 (61-0-42 59.22%),21 (0.20),60 (35-0-25 58.33%),9 (0.15)
39,"Mattner, Martin",23y 364d,73 (47-0-26 64.38%),13 (0.18),←,
16,"McGregor, Ken",25y 188d,135 (76-0-59 56.30%),92 (0.68),←,
40,"Porplyzia, Jason",21y 251d,7 (6-0-1 85.71%),9 (1.29),←,
33,"Reilly, Brent",22y 266d,62 (42-0-20 67.74%),28 (0.45),←,
32,"Ricciuto, Mark",31y 58d,302 (158-1-143 52.48%),280 (0.93),←,
25,"Rutten, Ben",23y 69d,54 (39-0-15 72.22%),5 (0.09),←,
12,"Shirley, Robert",26y 57d,93 (56-0-37 60.22%),20 (0.22),←,
27,"Stevens, Scott",24y 202d,51 (24-1-26 48.04%),32 (0.63),26 (14-0-12 53.85%),15 (0.58)
5,"Thompson, Scott",23y 144d,80 (50-0-30 62.50%),63 (0.79),41 (32-0-9 78.05%),46 (1.12)
7,"van Berlo, Nathan",20y 60d,24 (19-0-5 79.17%),2 (0.08),←,
Totals,Totals,26y 160d,2747 (1571-5-1171 57.19%),1431 (0.52),,
C,"Craig, Neil",50y 206d,52 (37-0-15 71.15%),,←,
