Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",12,7,3,15,1,1.0,,,,,,,3.0,1.0,,,,,,,,,
13,"Brunton, Neil",14,4,6,20,,,,,,,,,,,,,,,,,,,
21,"Bryce, Paul",18,6,11,29,,1.0,4.0,1.0,,,,,1.0,2.0,1.0,,,,,,,,
12,"Considine, Ed",11,5,7,18,,,,2.0,,,,,2.0,,,,,,,,,,
29,"Cordy, Neil",5,2,4,9,,,,1.0,,,,,1.0,,,,,,,,,,
28,"Cresswell, Daryn",12,4,4,16,3,,,2.0,,,,,1.0,3.0,,,,,,,,,
5,"Daniels, Jayson",11,,4,15,,,,,,,,,1.0,,,,,,,,,,
14,"Kelly, Paul",16,5,3,19,1,,,3.0,,,,,5.0,1.0,,,,,,,,,
1,"Lawson, Jamie",5,2,8,13,,,,4.0,,,,,4.0,,,,,,,,,,
3,"Lewis, Dale",18,7,6,24,,1.0,,3.0,,,,,2.0,,,,,,,,,,
34,"Luff, Troy",10,5,4,14,,1.0,,,,,,,1.0,,,,,,,,,,
33,"Malakellis, Tony",7,1,7,14,1,,,,,,,,2.0,1.0,,,,,,,,,
4,"McRae, Dean",12,3,3,15,,1.0,,1.0,,,,,2.0,,,,,,,,,,
8,"Minton-Connell, Simon",14,8,,14,5,6.0,,,,,,,2.0,5.0,,,,,,,,,
18,"Nettelbeck, Craig",5,2,5,10,,2.0,1.0,,,,,,4.0,,,,,,,,,,
15,"Strooper, David",12,2,2,14,,,,1.0,,,,,,,,,,,,,,,
2,"Tunbridge, Brad",,1,3,3,,,4.0,,,,,,2.0,,,,,,,,,,
10,"Watters, Scott",18,2,8,26,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
9,"Werner, Michael",2,1,2,4,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
27,"Wheeler, Sanford",7,,1,8,,,,3.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,67,91,300,13,17.0,9.0,23.0,,,,,34.0,15.0,1.0,,,,,,,,
Opposition,Opposition,197,77,133,330,21,13.0,24.0,23.0,,,,,35.0,20.0,5.0,,,,,,,,
