Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",14,9,8,22,,,,,2.0,1.0,,3.0,,1.0,,6.0,16.0,,1.0,,,,82.0
15,"Anderson, Noah",19,8,17,36,1,,,8.0,3.0,6.0,6.0,2.0,1.0,,3.0,11.0,25.0,,1.0,1.0,1.0,,87.0
31,"Andrew, Mac",13,8,4,17,,,,2.0,3.0,3.0,,3.0,,1.0,,4.0,13.0,,,4.0,1.0,,86.0
10,"Ballard, Charlie",6,5,4,10,,,,2.0,1.0,,1.0,,,,,4.0,6.0,2.0,,4.0,,,85.0
16,"Berry, Tom",9,3,6,15,,,,5.0,,6.0,,2.0,4.0,,,7.0,10.0,,,5.0,,1.0,81.0
33,"Clohesy, Sam",10,8,8,18,2,,,3.0,2.0,4.0,2.0,,,,,7.0,11.0,1.0,,,1.0,1.0,78.0
25,"Collins, Sam",8,6,4,12,,,,1.0,2.0,,,1.0,1.0,1.0,,4.0,8.0,,,8.0,,,95.0
8,"Fiorini, Brayden",13,3,9,22,,1.0,,,3.0,4.0,2.0,2.0,,,,6.0,15.0,,,,,,86.0
3,"Flanders, Sam",25,9,9,34,,,,1.0,4.0,5.0,,5.0,1.0,,,4.0,26.0,,,,1.0,1.0,82.0
26,"Graham, Will",8,3,6,14,,,,14.0,1.0,3.0,4.0,2.0,3.0,,,6.0,8.0,,,1.0,,1.0,74.0
7,"Holman, Nick",6,3,3,9,,,,6.0,1.0,4.0,2.0,1.0,,,,6.0,4.0,,,,,,88.0
19,"Humphrey, Bailey",9,2,4,13,,1.0,,2.0,,5.0,5.0,1.0,3.0,1.0,,7.0,6.0,,,2.0,,1.0,83.0
34,"King, Ben",10,5,,10,4,4.0,,,,1.0,,4.0,2.0,4.0,1.0,5.0,7.0,1.0,3.0,1.0,,,78.0
13,"Lukosius, Jack",18,10,3,21,,1.0,,1.0,6.0,5.0,,5.0,,2.0,,3.0,17.0,,,2.0,,,85.0
11,"Miller, Touk",12,8,16,28,,,,1.0,2.0,2.0,5.0,1.0,1.0,1.0,,12.0,16.0,,,1.0,,1.0,75.0
27,"Powell, Wil",10,3,4,14,,,,,2.0,4.0,,1.0,,,,4.0,9.0,,,1.0,1.0,1.0,83.0
20,"Read, Ethan",3,,2,5,2,,4.0,,,,,1.0,2.0,1.0,,3.0,2.0,,,2.0,,,76.0
41 ↓,"Rosas, Malcolm",3,1,,3,1,,,,,,,1.0,1.0,1.0,,1.0,3.0,,1.0,,,1.0,48.0
18,"Rowell, Matt",13,2,9,22,1,1.0,,8.0,1.0,4.0,5.0,3.0,3.0,2.0,2.0,15.0,9.0,,,1.0,,1.0,81.0
24 ↑,"Swallow, David",7,2,1,8,3,,,1.0,,2.0,1.0,2.0,1.0,1.0,,3.0,4.0,,1.0,,,,34.0
32,"Uwland, Bodhi",10,7,1,11,,,,2.0,2.0,2.0,,,1.0,,,2.0,9.0,1.0,,5.0,,,83.0
17,"Walter, Jed",3,1,2,5,2,,,1.0,,1.0,,3.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,,,66.0
28,"Witts, Jarrod",5,4,12,17,,,35.0,3.0,1.0,3.0,5.0,5.0,2.0,3.0,,11.0,6.0,,,5.0,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,234,110,132,366,16,13.0,39.0,61.0,36.0,65.0,38.0,48.0,27.0,20.0,6.0,135.0,231.0,6.0,8.0,44.0,5.0,10.0,
Opposition,Opposition,169,64,101,270,8,8.0,30.0,44.0,48.0,45.0,28.0,71.0,20.0,27.0,,127.0,138.0,7.0,4.0,38.0,2.0,4.0,
