Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
27,"Ball, Jason",30y 205d,144 (85-0-59 59.03%),150 (1.04),41 (22-0-19 53.66%),36 (0.88)
21,"Barry, Leo",26y 26d,110 (60-0-50 54.55%),50 (0.45),←,
6,"Bolton, Craig",23y 14d,41 (25-0-16 60.98%),10 (0.24),12 (8-0-4 66.67%),
24,"Bolton, Jude",23y 91d,79 (38-1-40 48.73%),48 (0.61),←,
8,"Cresswell, Daryn",32y 23d,232 (103-2-127 44.83%),193 (0.83),←,
28,"Crouch, Jared",25y 101d,120 (60-1-59 50.42%),23 (0.19),←,
2,"Davis, Nick",23y 76d,83 (38-0-45 45.78%),106 (1.28),12 (8-0-4 66.67%),21 (1.75)
12,"Fosdike, Nic",23y 108d,80 (39-1-40 49.38%),43 (0.54),←,
37,"Goodes, Adam",23y 157d,99 (48-1-50 48.99%),128 (1.29),←,
1,"Hall, Barry",26y 126d,117 (48-2-67 41.88%),234 (2.00),29 (14-1-14 50.00%),90 (3.10)
17,"Kennelly, Tadhg",21y 348d,40 (22-0-18 55.00%),14 (0.35),←,
31,"Kirk, Brett",26y 232d,61 (30-1-30 50.00%),29 (0.48),←,
4,"Mathews, Ben",24y 197d,99 (50-1-48 51.01%),16 (0.16),←,
11,"Maxfield, Stuart",31y 66d,250 (124-3-123 50.20%),141 (0.56),161 (89-2-70 55.90%),76 (0.47)
23,"Nicks, Matthew",28y 32d,140 (76-1-63 54.64%),105 (0.75),←,
5,"OKeefe, Ryan",22y 141d,33 (18-0-15 54.55%),26 (0.79),←,
19,"OLoughlin, Michael",26y 114d,171 (93-2-76 54.97%),258 (1.51),←,
30,"Roberts-Thomson, Lewis",19y 279d,5 (4-0-1 80.00%),3 (0.60),←,
25,"Schauble, Andrew",26y 209d,141 (58-0-83 41.13%),33 (0.23),62 (31-0-31 50.00%),22 (0.35)
36,"Schneider, Adam",19y 33d,12 (8-0-4 66.67%),16 (1.33),←,
35,"Sundqvist, Jarrad",20y 185d,4 (4-0-0 100.00%),,←,
33,"Warfe, Rowan",26y 356d,107 (46-0-61 42.99%),5 (0.05),81 (45-0-36 55.56%),4 (0.05)
Totals,Totals,25y 9d,2168 (1077-16-1075 49.68%),1631 (0.75),,
C,"Roos, Paul",39y 352d,22 (14-0-8 63.64%),,←,
