Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",12,2,7,19,,,,2.0,,,,,1.0,1.0,,,,,,,,,
25,"Bews, Andrew",5,2,8,13,,,,2.0,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",17,4,1,18,,1.0,,,,,,,2.0,,,,,,,,,,
5,"Chapman, Nathan",2,1,,2,,,,,,,,,,,,,,,,,,,
16,"Clarke, Matthew",7,3,4,11,,,10.0,,,,,,3.0,2.0,,,,,,,,,
12,"Clarke, Troy",13,3,4,17,1,1.0,,,,,,,,2.0,,,,,,,,,
20,"Craven, Danny",8,1,9,17,,,,3.0,,,,,3.0,4.0,,,,,,,,,
32,"Hart, Shaun",3,1,,3,,,,1.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",7,1,6,13,,,,,,,,,1.0,1.0,,,,,,,,,
18,"Lambert, Craig",10,2,23,33,,,,3.0,,,,,1.0,3.0,,,,,,,,,
44,"Lappin, Nigel",3,1,6,9,,,,,,,,,,,,,,,,,,,
15,"Lehmann, Troy",6,2,2,8,,1.0,,1.0,,,,,,1.0,,,,,,,,,
17,"Leslie, Martin",4,3,14,18,,,,1.0,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",6,4,3,9,1,1.0,,,,,,,3.0,3.0,,,,,,,,,
7,"McIvor, Scott",10,4,6,16,,,,4.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",12,4,12,24,,,,3.0,,,,,1.0,,1.0,,,,,,,,
24,"Merrett, Roger",3,,6,9,1,,1.0,1.0,,,,,1.0,,,,,,,,,,
8,"Peos, Paul",6,3,9,15,,,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Scott, Chris",13,3,14,27,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
9,"Starcevich, Craig",8,2,3,11,2,,,,,,,,1.0,,,,,,,,,,
33,"White, Darryl",5,3,10,15,2,2.0,1.0,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,160,49,147,307,7,7.0,13.0,23.0,,,,,24.0,23.0,1.0,,,,,,,,
Opposition,Opposition,199,74,119,318,12,14.0,16.0,28.0,,,,,23.0,24.0,5.0,,,,,,,,
