Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",27y 40d,188 (83-0-105 44.15%),145 (0.77),←,
9,"Campbell, Wayne",32y 311d,293 (130-1-162 44.54%),170 (0.58),←,
24,"Coughlan, Mark",23y 102d,67 (24-0-43 35.82%),34 (0.51),←,
3,"Deledio, Brett",18y 104d,18 (9-0-9 50.00%),12 (0.67),←,
34,"Graham, Mark",32y 140d,241 (112-2-127 46.89%),63 (0.26),18 (9-0-9 50.00%),2 (0.11)
20,"Hall, Ray",24y 277d,82 (32-0-50 39.02%),25 (0.30),←,
33,"Hartigan, Brent",20y 115d,23 (7-0-16 30.43%),2 (0.09),←,
1,"Hilton, Rory",26y 107d,87 (39-0-48 44.83%),55 (0.63),78 (36-0-42 46.15%),52 (0.67)
31,"Hyde, Chris",22y 356d,43 (9-0-34 20.93%),7 (0.16),←,
17,"Johnson, Kane",27y 138d,157 (72-0-85 45.86%),60 (0.38),53 (17-0-36 32.08%),16 (0.30)
13,"Knobel, Trent",25y 69d,71 (38-1-32 54.23%),12 (0.17),17 (8-0-9 47.06%),4 (0.24)
27,"Krakouer, Andrew",22y 177d,74 (23-0-51 31.08%),75 (1.01),←,
40,"Moore, Kelvin",21y 128d,11 (0-0-11 0.00%),6 (0.55),←,
35,"Newman, Chris",23y 74d,72 (23-0-49 31.94%),9 (0.13),←,
15,"Pettifer, Kayne",23y 190d,55 (23-0-32 41.82%),47 (0.85),←,
12,"Richardson, Matthew",30y 134d,212 (93-0-119 43.87%),631 (2.98),←,
5,"Simmonds, Troy",27y 18d,122 (61-0-61 50.00%),80 (0.66),18 (9-0-9 50.00%),14 (0.78)
10,"Stafford, Greg",30y 338d,188 (83-1-104 44.41%),122 (0.65),58 (21-0-37 36.21%),64 (1.10)
30,"Tambling, Richard",18y 322d,8 (6-0-2 75.00%),6 (0.75),←,
36,"Thursfield, Will",19y 103d,5 (2-0-3 40.00%),,←,
32,"Tivendale, Greg",26y 103d,143 (58-0-85 40.56%),97 (0.68),←,
21,"Tuck, Shane",23y 219d,21 (9-0-12 42.86%),9 (0.43),←,
Totals,Totals,24y 328d,2181 (936-5-1240 42.92%),1667 (0.76),,
C,"Wallace, Terry",46y 230d,166 (88-2-76 53.61%),,18 (9-0-9 50.00%),
