St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
20,"Armitage, David",27y 75d,127 (51-1-75 40.55%),78 (0.61),←,
27,"Bruce, Josh",23y 83d,45 (9-1-35 21.11%),55 (1.22),31 (8-1-22 27.42%),52 (1.68)
24,"Dempster, Sean",31y 222d,202 (98-3-101 49.26%),20 (0.10),148 (63-3-82 43.58%),12 (0.08)
7,"Dunstan, Luke",20y 213d,34 (10-1-23 30.88%),21 (0.62),←,
25,"Fisher, Sam",33y 51d,215 (119-5-91 56.51%),22 (0.10),←,
14,"Geary, Jarryn",27y 68d,119 (63-1-55 53.36%),21 (0.18),←,
19,"Gilbert, Sam",29y 11d,156 (89-5-62 58.65%),31 (0.20),←,
33,"Goddard, Hugh",19y 6d,7 (1-1-5 21.43%),,←,
1,"Hickey, Tom",24y 177d,41 (9-1-31 23.17%),17 (0.41),29 (8-1-20 29.31%),12 (0.41)
45,"Holmes, Jason",25y 306d,2 (0-1-1 25.00%),,←,
41,"Minchington, Darren",21y 264d,10 (1-1-8 15.00%),12 (1.20),←,
11,"Montagna, Leigh",31y 301d,248 (131-5-112 53.83%),146 (0.59),←,
30,"Murdoch, Brodie",21y 221d,19 (3-1-15 18.42%),7 (0.37),←,
16,"Newnes, Jack",22y 187d,68 (19-1-48 28.68%),10 (0.15),←,
12,"Riewoldt, Nick",32y 317d,297 (146-6-145 50.17%),648 (2.18),←,
17,"Roberton, Dylan",24y 70d,83 (34-0-49 40.96%),11 (0.13),46 (12-0-34 26.09%),6 (0.13)
6,"Ross, Sebastian",22y 115d,36 (8-1-27 23.61%),5 (0.14),←,
5,"Savage, Shane",24y 237d,89 (49-1-39 55.62%),50 (0.56),33 (8-1-24 25.76%),13 (0.39)
13,"Schneider, Adam",31y 110d,228 (132-3-93 58.55%),259 (1.14),130 (72-2-56 56.15%),160 (1.23)
3,"Steven, Jack",25y 155d,111 (40-2-69 36.94%),74 (0.67),←,
29,"Webster, Jimmy",22y 63d,38 (9-1-28 25.00%),2 (0.05),←,
44,"Weller, Maverick",23y 198d,67 (13-1-53 20.15%),18 (0.27),35 (7-1-27 21.43%),15 (0.43)
Totals,Totals,25y 256d,2242 (1034-43-1165 46.12%),1507 (0.67),,
C,"Richardson, Alan",50y 105d,44 (10-1-33 23.86%),,43 (10-1-32 24.42%),
