Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",29y 321d,210 (141-1-68 67.38%),86 (0.41),68 (51-1-16 75.74%),28 (0.41)
17,"Beams, Dayne",24y 58d,95 (68-2-25 72.63%),99 (1.04),←,
11,"Blair, Jarryd",23y 362d,84 (62-1-21 74.40%),66 (0.79),←,
32,"Cloke, Travis",27y 37d,200 (128-2-70 64.50%),353 (1.76),←,
19,"Elliott, Jamie",21y 233d,39 (25-0-14 64.10%),47 (1.21),←,
1,"Fasolo, Alex",21y 307d,42 (29-0-13 69.05%),45 (1.07),←,
45,"Frost, Jack",22y 45d,6 (3-0-3 50.00%),,←,
6,"Goldsack, Tyson",26y 324d,108 (71-0-37 65.74%),40 (0.37),←,
4,"Grundy, Brodie",19y 361d,11 (6-0-5 54.55%),1 (0.09),←,
23,"Keeffe, Lachlan",23y 362d,24 (17-0-7 70.83%),6 (0.25),←,
41,"Langdon, Tom",19y 306d,4 (2-0-2 50.00%),,←,
8,"Lumumba, Heritier",27y 147d,182 (121-2-59 67.03%),25 (0.14),←,
3,"Macaffer, Brent",26y 42d,56 (37-2-17 67.86%),29 (0.52),←,
5,"Maxwell, Nick",30y 312d,202 (129-2-71 64.36%),29 (0.14),←,
10,"Pendlebury, Scott",26y 94d,175 (116-2-57 66.86%),118 (0.67),←,
22,"Sidebottom, Steele",23y 99d,112 (80-2-30 72.32%),87 (0.78),←,
36,"Swan, Dane",30y 45d,223 (139-2-82 62.78%),183 (0.82),←,
24,"Thomas, Josh",22y 192d,20 (14-0-6 70.00%),11 (0.55),←,
34,"Toovey, Alan",27y 19d,118 (83-2-33 71.19%),9 (0.08),←,
18,"White, Jesse",26y 92d,74 (37-2-35 51.35%),78 (1.05),3 (2-0-1 66.67%),5 (1.67)
15,"Witts, Jarrod",21y 210d,9 (6-0-3 66.67%),5 (0.56),←,
14,"Young, Clinton",28y 54d,122 (75-1-46 61.89%),62 (0.51),6 (4-0-2 66.67%),2 (0.33)
Totals,Totals,25y 17d,2116 (1389-23-704 65.64%),1379 (0.65),,
C,"Buckley, Nathan",41y 259d,52 (33-0-19 63.46%),,←,
