Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
44,"Bellchambers, Tom",21y 290d,18 (4-1-13 25.00%),5 (0.28),←,
45,"Crameri, Stewart",22y 258d,8 (2-1-5 31.25%),8 (1.00),←,
31,"Fletcher, Dustin",35y 353d,333 (197-5-131 59.91%),68 (0.20),←,
34,"Hardingham, Kyle",22y 236d,11 (4-1-6 40.91%),8 (0.73),←,
21,"Heppell, Dyson",18y 346d,5 (2-1-2 50.00%),,←,
19,"Hille, David",29y 327d,167 (76-1-90 45.81%),125 (0.75),←,
39,"Hocking, Heath",23y 119d,50 (19-2-29 40.00%),16 (0.32),←,
26,"Hooker, Cale",22y 194d,41 (13-1-27 32.93%),5 (0.12),←,
40,"Howlett, Ben",22y 186d,20 (7-1-12 37.50%),8 (0.40),←,
18,"Hurley, Michael",20y 328d,34 (11-2-21 35.29%),30 (0.88),←,
7,"Jetta, Leroy",22y 293d,44 (20-1-23 46.59%),29 (0.66),←,
14,"Lonergan, Sam",24y 30d,58 (23-2-33 41.38%),31 (0.53),←,
42,"Lovett-Murray, Nathan",28y 158d,116 (40-2-74 35.34%),62 (0.53),←,
10,"McVeigh, Mark",30y 89d,211 (99-4-108 47.87%),103 (0.49),←,
17,"Melksham, Jake",19y 239d,19 (5-1-13 28.95%),7 (0.37),←,
6,"Monfries, Angus",24y 96d,114 (40-3-71 36.40%),120 (1.05),←,
37,"Reimers, Kyle",22y 105d,41 (14-1-26 35.37%),36 (0.88),←,
30,"Ryder, Paddy",23y 42d,99 (38-3-58 39.90%),49 (0.49),←,
20,"Slattery, Henry",25y 93d,87 (30-2-55 35.63%),12 (0.14),←,
5,"Stanton, Brent",24y 359d,146 (53-3-90 37.33%),91 (0.62),←,
4,"Watson, Jobe",26y 76d,120 (46-3-71 39.58%),52 (0.43),←,
11,"Zaharakis, David",21y 63d,35 (14-1-20 41.43%),34 (0.97),←,
Totals,Totals,24y 95d,1777 (757-42-978 42.60%),899 (0.51),,
C,"Hird, James",38y 80d,5 (2-1-2 50.00%),,←,
