Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Adams, Taylor",12,1,7.0,19,2.0,,,5.0,,4.0,6.0,4.0,3.0,3.0,,12,9,,,2.0,,,73.0
17,"Brown, Callum",7,3,7.0,14,1.0,2.0,,,,2.0,,2.0,,2.0,,4,12,,1.0,1.0,,1.0,72.0
6,"Brown, Tyler",6,2,9.0,15,1.0,,,3.0,1.0,2.0,1.0,1.0,,1.0,,3,12,,,2.0,,,73.0
14,"Cameron, Darcy",2,2,,2,,,3.0,5.0,,1.0,,1.0,,1.0,,1,1,1.0,,1.0,,,90.0
25,"Crisp, Jack",12,6,12.0,24,,,,,4.0,3.0,1.0,1.0,1.0,,,7,17,,,3.0,,1.0,84.0
26,"Daicos, Josh",7,5,10.0,17,,2.0,,3.0,,,3.0,,1.0,,,6,11,1.0,,1.0,,,78.0
2,"de Goey, Jordan",9,4,7.0,16,1.0,1.0,,4.0,,4.0,3.0,4.0,,2.0,,5,10,,,,,,84.0
5,"Elliott, Jamie",9,4,4.0,13,2.0,3.0,,3.0,,3.0,3.0,1.0,,,,4,8,1.0,2.0,3.0,,1.0,78.0
4,"Grundy, Brodie",5,5,15.0,20,,,31.0,4.0,,3.0,3.0,6.0,4.0,4.0,1.0,12,7,2.0,,1.0,,,78.0
32,"Hoskin-Elliott, Will",12,8,3.0,15,,,,2.0,,4.0,1.0,2.0,1.0,1.0,,2,12,,,3.0,,1.0,90.0
38,"Howe, Jeremy",16,4,2.0,18,,,,,9.0,1.0,,2.0,,1.0,,2,12,1.0,,6.0,,1.0,92.0
37,"Maynard, Brayden",15,5,6.0,21,,,,6.0,3.0,1.0,,2.0,2.0,1.0,,3,18,1.0,,2.0,,,84.0
16,"Mayne, Chris",7,6,8.0,15,,,,1.0,2.0,1.0,1.0,1.0,,,,3,12,,,3.0,,,71.0
41,"Mihocek, Brody",7,6,2.0,9,2.0,,,2.0,,2.0,,2.0,,,,6,5,1.0,2.0,2.0,,,90.0
30,"Moore, Darcy",5,6,10.0,15,,,,1.0,2.0,1.0,1.0,2.0,,,,9,7,2.0,,7.0,,,93.0
9,"Noble, John",9,5,5.0,14,,,,,1.0,2.0,,1.0,1.0,1.0,,2,13,,,2.0,,,80.0
10,"Pendlebury, Scott",12,7,14.0,26,,,,3.0,1.0,5.0,2.0,6.0,,,2.0,6,21,,,2.0,,1.0,86.0
21,"Phillips, Tom",6,5,5.0,11,,1.0,,3.0,,,,4.0,1.0,,,4,7,,1.0,,,,78.0
23,"Roughead, Jordan",9,7,1.0,10,,,,2.0,1.0,,,1.0,,1.0,,1,9,,,5.0,,,96.0
22,"Sidebottom, Steele",17,5,14.0,31,1.0,,,6.0,3.0,1.0,3.0,1.0,2.0,,3.0,11,18,1.0,,3.0,,1.0,84.0
1,"Stephenson, Jaidyn",5,3,1.0,6,2.0,,,,,,,,,,,2,4,,2.0,1.0,,1.0,81.0
33,"Wills, Rupert",5,2,11.0,16,,,,4.0,,,4.0,2.0,1.0,1.0,,7,9,,,1.0,,,64.0
Totals,Totals,194,101,153.0,347,12.0,9.0,34.0,57.0,27.0,40.0,32.0,46.0,17.0,19.0,6.0,112,234,11.0,8.0,51.0,,8.0,
Opposition,Opposition,185,95,119.0,304,5.0,7.0,29.0,43.0,28.0,34.0,21.0,49.0,19.0,17.0,,109,197,8.0,5.0,41.0,4.0,3.0,
