Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
31,"Alexander, Colin",21y 359d,27 (15-0-12 55.56%),29 (1.07),3 (1-0-2 33.33%),1 (0.33)
10,"Ashcroft, Marcus",20y 193d,48 (10-0-38 20.83%),22 (0.46),←,
22,"Bain, David",25y 339d,62 (14-0-48 22.58%),37 (0.60),←,
25,"Campbell, Matthew",28y 66d,64 (15-0-49 23.44%),21 (0.33),←,
1,"Champion, Richard",23y 357d,21 (3-0-18 14.29%),8 (0.38),←,
12,"Clarke, Troy",22y 302d,15 (2-0-13 13.33%),8 (0.53),←,
4,"Gastev, John",27y 238d,93 (32-0-61 34.41%),63 (0.68),63 (15-0-48 23.81%),32 (0.51)
34,"Green, Ashley",18y 365d,1 (1-0-0 100.00%),,←,
32,"Hart, Shaun",20y 324d,19 (5-0-14 26.32%),3 (0.16),←,
11,"Hutton, John",25y 315d,3 (1-0-2 33.33%),5 (1.67),←,
16,"Luhrs, Simon",21y 292d,9 (1-0-8 11.11%),,←,
19,"McLean, Michael",27y 33d,120 (51-2-67 43.33%),34 (0.28),25 (4-0-21 16.00%),11 (0.44)
40,"McLuckie, Steven",19y 53d,2 (1-0-1 50.00%),4 (2.00),←,
24,"Merrett, Roger",31y 352d,230 (117-2-111 51.30%),254 (1.10),81 (20-0-61 24.69%),106 (1.31)
26,"Noonan, Danny",23y 128d,20 (3-0-17 15.00%),7 (0.35),←,
5,"Owen, Rod",25y 65d,72 (22-0-50 30.56%),124 (1.72),3 (1-0-2 33.33%),2 (0.67)
44,"Palfreyman, Nigel",18y 186d,3 (1-0-2 33.33%),1 (0.33),←,
6,"Retzlaff, Brendon",22y 349d,1 (1-0-0 100.00%),,←,
33,"White, Darryl",18y 298d,3 (1-0-2 33.33%),1 (0.33),←,
18,"Worsfold, Peter",21y 269d,11 (1-0-10 9.09%),14 (1.27),←,
Totals,Totals,23y 135d,824 (297-4-523 36.04%),635 (0.77),,
C,"Walls, Robert",41y 259d,224 (119-1-104 53.35%),,25 (4-0-21 16.00%),
