Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",7,2,19,26,,,,,1.0,3.0,1.0,7.0,,3.0,,7,24,,,,,1.0,83.0
18,"Betts, Eddie",12,5,4,16,5.0,2.0,,2.0,,4.0,1.0,2.0,1.0,2.0,1.0,10,6,2.0,3.0,3.0,6.0,2.0,88.0
16,"Brown, Luke",12,6,10,22,,,,5.0,2.0,4.0,,2.0,3.0,1.0,,8,16,1.0,,3.0,,1.0,88.0
23,"Cameron, Charlie",8,4,6,14,4.0,1.0,,4.0,1.0,3.0,1.0,2.0,2.0,1.0,,7,7,,3.0,2.0,,,88.0
25,"Cheney, Kyle",8,7,5,13,,,,1.0,2.0,2.0,,,,,,2,11,1.0,,2.0,,,84.0
2,"Crouch, Brad",9,2,22,31,,,,4.0,1.0,5.0,4.0,5.0,,3.0,,11,20,,,,,1.0,75.0
44,"Crouch, Matt",11,4,22,33,,,,4.0,,2.0,3.0,2.0,1.0,,,10,25,,,,,,76.0
26,"Douglas, Richard",8,4,9,17,2.0,,,7.0,,5.0,3.0,1.0,2.0,,,8,9,,,1.0,,2.0,85.0
15,"Hartigan, Kyle",8,5,5,13,1.0,,,1.0,,3.0,,2.0,1.0,1.0,,4,10,,,4.0,,1.0,92.0
24,"Jacobs, Sam",3,1,2,5,,,7.0,1.0,,,,1.0,,1.0,,4,1,1.0,,,,,23.0
4,"Jenkins, Josh",7,3,4,11,2.0,,13.0,4.0,,2.0,1.0,3.0,1.0,1.0,,5,8,,1.0,3.0,,1.0,89.0
29,"Laird, Rory",13,7,23,36,,,,,6.0,2.0,,,1.0,,2.0,13,21,2.0,,3.0,,1.0,87.0
6,"Lever, Jake",8,5,6,14,,,,2.0,3.0,1.0,,1.0,,1.0,,3,10,,,2.0,,,89.0
27,"Lynch, Tom",10,6,8,18,,,1.0,4.0,2.0,2.0,,,2.0,,,6,11,1.0,,,1.0,1.0,95.0
31,"Lyons, Jarryd",8,4,13,21,1.0,1.0,,6.0,,1.0,7.0,2.0,2.0,2.0,,11,11,,1.0,2.0,,,74.0
14,"Mackay, David",11,2,13,24,,2.0,,4.0,3.0,3.0,4.0,3.0,2.0,1.0,,11,16,,,3.0,,,80.0
41,"McGovern, Mitch",8,8,6,14,4.0,1.0,,1.0,,1.0,,5.0,,2.0,,4,9,3.0,4.0,2.0,,1.0,89.0
11,"Seedsman, Paul",14,3,9,23,2.0,1.0,,4.0,2.0,4.0,2.0,3.0,1.0,1.0,,4,19,,1.0,2.0,,,82.0
9,"Sloane, Rory",17,5,16,33,1.0,1.0,5.0,4.0,1.0,9.0,4.0,2.0,2.0,,3.0,11,23,1.0,1.0,4.0,,1.0,77.0
33,"Smith, Brodie",13,3,11,24,,2.0,,2.0,3.0,5.0,,2.0,,,,4,18,,1.0,,,,86.0
12,"Talia, Daniel",9,7,11,20,,,,3.0,5.0,,,,,,,4,15,,,10.0,,1.0,99.0
5,"Thompson, Scott",12,4,17,29,,,,6.0,,4.0,4.0,4.0,1.0,1.0,,9,19,,1.0,,,,73.0
Totals,Totals,216,97,241,457,22.0,11.0,26.0,69.0,32.0,65.0,35.0,49.0,22.0,21.0,6.0,156,309,12.0,16.0,46.0,7.0,14.0,
Opposition,Opposition,191,91,172,363,9.0,7.0,60.0,62.0,35.0,45.0,40.0,59.0,21.0,22.0,,136,229,15.0,13.0,61.0,2.0,8.0,
