Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",30y 43d,250 (152-4-94 61.60%),308 (1.23),2 (1-0-1 50.00%),1 (0.50)
5,"Boyd, Matthew",24y 224d,70 (30-0-40 42.86%),19 (0.27),←,
17,"Cooney, Adam",21y 190d,67 (30-0-37 44.78%),66 (0.99),←,
4,"Cross, Daniel",24y 9d,72 (31-1-40 43.75%),13 (0.18),←,
14,"Darcy, Luke",31y 270d,206 (91-4-111 45.15%),166 (0.81),←,
10,"Eagleton, Nathan",28y 149d,195 (87-3-105 45.38%),168 (0.86),139 (61-1-77 44.24%),123 (0.88)
13,"Giansiracusa, Daniel",25y 28d,105 (40-2-63 39.05%),98 (0.93),←,
9,"Gilbee, Lindsay",25y 274d,99 (43-1-55 43.94%),53 (0.54),←,
16,"Griffen, Ryan",20y 255d,43 (23-0-20 53.49%),15 (0.35),←,
25,"Hargrave, Ryan",25y 256d,96 (39-2-55 41.67%),24 (0.25),←,
19,"Higgins, Shaun",19y 35d,7 (5-0-2 71.43%),6 (0.86),←,
6,"Johnson, Brad",30y 264d,280 (129-5-146 46.96%),413 (1.48),←,
32,"McDougall, Andrew",23y 283d,40 (23-0-17 57.50%),49 (1.23),2 (1-0-1 50.00%),1 (0.50)
23,"McMahon, Jordan",23y 316d,98 (38-2-58 39.80%),36 (0.37),←,
27,"Minson, Will",21y 362d,37 (20-0-17 54.05%),13 (0.35),←,
38,"Morris, Dale",24y 100d,43 (25-0-18 58.14%),1 (0.02),←,
2,"Murphy, Robert",24y 303d,112 (42-2-68 38.39%),77 (0.69),←,
15,"Power, Sam",23y 280d,72 (27-1-44 38.19%),12 (0.17),←,
1,"Ray, Farren",21y 16d,44 (20-0-24 45.45%),17 (0.39),←,
30,"Robbins, Matthew",29y 335d,138 (59-2-77 43.48%),121 (0.88),131 (55-2-74 42.75%),121 (0.92)
7,"West, Scott",32y 145d,302 (141-4-157 47.35%),103 (0.34),←,
37,"Wight, Cameron",22y 3d,14 (5-0-9 35.71%),1 (0.07),←,
Totals,Totals,25y 89d,2390 (1100-33-1257 46.03%),1779 (0.74),,
C,"Eade, Rodney",49y 4d,200 (107-2-91 54.00%),,48 (26-0-22 54.17%),
