Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,4,9,21,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",19,6,3,22,,1.0,,1.0,,,,,,1.0,,,,,,,,,
1,"Boyd, Brad",5,2,5,10,2,,,2.0,,,,,1.0,,,,,,,,,,
35,"Cook, Brett",1,,1,2,,,2.0,1.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",7,3,,7,,,,,,,,,1.0,,,,,,,,,,
28,"Doyle, Peter",17,4,11,28,,,,2.0,,,,,3.0,3.0,,,,,,,,,
6,"Guard, Jeremy",3,1,5,8,,,,2.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",9,5,2,11,,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Hawkins, Doug",9,7,11,20,,,,,,,,,,1.0,,,,,,,,,
19,"Holmes, Darren",14,4,2,16,,,,4.0,,,,,2.0,2.0,,,,,,,,,
2,"Johnson, Chris",5,3,5,10,2,,,2.0,,,,,,,,,,,,,,,
36,"Lamb, Wayne",14,4,10,24,3,,,2.0,,,,,2.0,2.0,2.0,,,,,,,,
30,"Manson, James",5,3,3,8,1,1.0,2.0,,,,,,1.0,,,,,,,,,,
38,"McCarthy, Adam",10,,3,13,1,1.0,,3.0,,,,,,,,,,,,,,,
42,"Mellington, Anthony",5,7,9,14,,,,,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",11,4,4,15,2,2.0,3.0,2.0,,,,,1.0,2.0,,,,,,,,,
34,"Morton, Danny",10,2,7,17,2,3.0,,4.0,,,,,,1.0,,,,,,,,,
4,"Paxman, Stephen",3,4,6,9,,,1.0,1.0,,,,,,3.0,,,,,,,,,
8,"Pike, Martin",13,3,3,16,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
39,"Warry, Marty",5,2,1,6,,,,1.0,,,,,1.0,,,,,,,,,,
16,"Zanotti, Mark",14,1,1,15,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,69,101,292,13,12.0,8.0,35.0,,,,,16.0,20.0,2.0,,,,,,,,
Opposition,Opposition,188,72,124,312,16,21.0,26.0,22.0,,,,,20.0,16.0,4.0,,,,,,,,
