Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",28y 169d,225 (123-0-102 54.67%),214 (0.95),←,
29,"Bramble, Lachlan",26y 22d,39 (13-2-24 35.90%),3 (0.08),9 (4-0-5 44.44%),1 (0.11)
36,"Cleary, Luke",22y 67d,6 (5-0-1 83.33%),,←,
31,"Dale, Bailey",27y 294d,140 (75-0-65 53.57%),81 (0.58),←,
10,"Darcy, Sam",20y 297d,15 (6-0-9 40.00%),19 (1.27),←,
15,"Duryea, Taylor",33y 17d,199 (129-1-69 65.08%),25 (0.13),81 (47-0-34 58.02%),4 (0.05)
44,"English, Tim",26y 275d,117 (63-0-54 53.85%),69 (0.59),←,
27,"Freijah, Joel",18y 179d,1 (1-0-0 100.00%),,←,
12,"Gallagher, Harvey",20y 228d,9 (4-0-5 44.44%),5 (0.56),←,
38,"Garcia, Riley",23y 102d,23 (11-0-12 47.83%),10 (0.43),←,
22,"Harmes, James",28y 219d,157 (84-0-73 53.50%),82 (0.52),5 (2-0-3 40.00%),4 (0.80)
39,"Johannisen, Jason",31y 185d,196 (102-0-94 52.04%),75 (0.38),←,
19,"Jones, Liam",33y 77d,188 (71-0-117 37.77%),84 (0.45),93 (41-0-52 44.09%),68 (0.73)
42,"Keath, Alex",32y 112d,105 (61-1-43 58.57%),5 (0.05),75 (45-0-30 60.00%),4 (0.05)
11,"Macrae, Jack",29y 282d,237 (125-0-112 52.74%),55 (0.23),←,
33,"Naughton, Aaron",24y 163d,132 (72-0-60 54.55%),211 (1.60),←,
18,"ODonnell, James",21y 254d,17 (7-0-10 41.18%),1 (0.06),←,
20,"Richards, Ed",24y 313d,112 (57-0-55 50.89%),26 (0.23),←,
1,"Treloar, Adam",31y 63d,240 (108-1-131 45.21%),142 (0.59),67 (38-0-29 56.72%),45 (0.67)
2,"Ugle-Hagan, Jamarra",22y 37d,52 (26-0-26 50.00%),72 (1.38),←,
23,"Vandermeer, Laitham",25y 98d,53 (27-0-26 50.94%),26 (0.49),←,
14,"West, Rhylee",23y 304d,45 (25-0-20 55.56%),30 (0.67),←,
34,"Williams, Bailey",26y 214d,136 (72-0-64 52.94%),32 (0.24),←,
Totals,Totals,26y 77d,2444 (1267-5-1172 51.84%),1267 (0.52),,
C,"Beveridge, Luke",53y 262d,215 (120-0-95 55.81%),,←,
