St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
11,"Anderson, Dean",27y 244d,118 (71-1-46 60.59%),94 (0.80),35 (13-1-21 38.57%),20 (0.57)
14,"Bardsley, Kristian",22y 201d,21 (8-1-12 40.48%),16 (0.76),16 (6-1-9 40.63%),12 (0.75)
3,"Burke, Nathan",25y 55d,163 (70-2-91 43.56%),52 (0.32),←,
1,"Devonport, Craig",25y 65d,84 (41-0-43 48.81%),77 (0.92),←,
20,"Dwyer, Mick",26y 137d,77 (28-1-48 37.01%),59 (0.77),←,
10,"Everitt, Peter",20y 334d,32 (13-1-18 42.19%),31 (0.97),←,
2,"Frawley, Danny",31y 206d,227 (79-2-146 35.24%),13 (0.06),←,
6,"Grant, David",28y 238d,186 (68-1-117 36.83%),75 (0.40),←,
35,"Harvey, Robert",23y 224d,117 (57-2-58 49.57%),68 (0.58),←,
29,"Jones, Austinn",18y 186d,1 (0-0-1 0.00%),,←,
17,"Keogh, Rod",24y 8d,40 (18-0-22 45.00%),13 (0.32),18 (6-0-12 33.33%),5 (0.28)
22,"Lappin, Matthew",19y 44d,10 (2-1-7 25.00%),1 (0.10),←,
23,"Loewe, Stewart",26y 314d,173 (73-1-99 42.49%),259 (1.50),←,
28,"OBrien, Craig",25y 30d,56 (27-1-28 49.11%),101 (1.80),35 (13-1-21 38.57%),85 (2.43)
8,"Peckett, Justin",22y 179d,39 (17-1-21 44.87%),1 (0.03),←,
5,"Shaw, Damen",20y 345d,33 (14-1-18 43.94%),14 (0.42),←,
13,"Sierakowski, David",20y 94d,4 (0-1-3 12.50%),2 (0.50),←,
19,"Sziller, Steven",22y 108d,1 (0-0-1 0.00%),,←,
15,"Wakelin, Darryl",20y 234d,1 (0-0-1 0.00%),,←,
12,"Wakelin, Shane",20y 233d,16 (4-1-11 28.13%),4 (0.25),←,
7,"Winmar, Nicky",29y 189d,154 (68-1-85 44.48%),209 (1.36),←,
Totals,Totals,23y 331d,1553 (658-19-876 42.37%),1089 (0.70),,
C,"Alves, Stan",48y 315d,23 (7-1-15 32.61%),,←,
