Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Dyson, Kevin",15,5,9,24,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
20,"Febey, Matthew",11,3,9,20,,1.0,,1.0,,,,,,1.0,,,,,,,,,
21,"Febey, Steven",9,5,1,10,,,,1.0,,,,,,,,,,,,,,,
32,"Gaspar, Damien",,,,,,,,,,,,,,,,,,,,,,,
15,"Hopgood, Paul",11,3,7,18,,,,,,,,,,1.0,,,,,,,,,
7,"Kowal, Darren",8,6,4,12,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
16,"Lovell, Andy",9,2,3,12,2,1.0,,,,,,,,,,,,,,,,,
17,"Lovett, Brett",8,5,7,15,1,,,,,,,,,1.0,,,,,,,,,
6,"Lovett, Glenn",11,7,12,23,,1.0,,,,,,,1.0,2.0,,,,,,,,,
3,"Lyon, Garry",12,6,,12,3,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
28,"Molloy, Glenn",4,2,4,8,,,,,,,,,,1.0,,,,,,,,,
9,"Neitz, David",11,7,4,15,1,2.0,1.0,2.0,,,,,,,,,,,,,,,
4,"Obst, Andrew",2,1,1,3,,,,1.0,,,,,,,,,,,,,,,
19,"Prymke, Paul",9,2,4,13,,,4.0,1.0,,,,,4.0,,,,,,,,,,
24,"Sampson, Clay",3,1,3,6,,,,1.0,,,,,1.0,,,,,,,,,,
10,"Seecamp, Marcus",6,5,6,12,,,,1.0,,,,,1.0,1.0,,,,,,,,,
29,"Smith, Shaun",12,12,,12,4,3.0,,2.0,,,,,1.0,1.0,3.0,,,,,,,,
11,"Stynes, Jim",15,8,3,18,,1.0,10.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,
2,"Tingay, Stephen",14,2,11,25,1,,,1.0,,,,,,1.0,,,,,,,,,
12,"Viney, Todd",20,1,16,36,,,,,,,,,1.0,4.0,,,,,,,,,
27,"Wight, Sean",9,2,3,12,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,85,107,306,13,12.0,15.0,17.0,,,,,16.0,21.0,6.0,,,,,,,,
Opposition,Opposition,180,55,65,245,11,7.0,13.0,40.0,,,,,21.0,16.0,,,,,,,,,
