North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",23y 114d,41 (19-1-21 47.56%),30 (0.73),←,
28,"Bastinac, Ryan",20y 37d,30 (16-0-14 53.33%),10 (0.33),←,
33,"Campbell, Matt",24y 189d,63 (33-1-29 53.17%),65 (1.03),←,
10,"Cunnington, Ben",20y 29d,32 (15-0-17 46.88%),5 (0.16),←,
27,"Edwards, Aaron",27y 149d,69 (37-1-31 54.35%),100 (1.45),65 (33-1-31 51.54%),98 (1.51)
11,"Firrito, Michael",27y 244d,166 (80-2-84 48.80%),27 (0.16),←,
22,"Goldstein, Todd",23y 28d,54 (26-1-27 49.07%),31 (0.57),←,
24,"Greenwood, Levi",22y 160d,38 (19-1-18 51.32%),7 (0.18),←,
6,"Hansen, Lachlan",22y 346d,65 (29-1-35 45.38%),49 (0.75),←,
23,"Harper, Kieran",19y 44d,10 (6-0-4 60.00%),7 (0.70),←,
29,"Harvey, Brent",33y 76d,319 (171-3-145 54.08%),371 (1.16),←,
42,"McMahon, Scott",25y 57d,85 (41-1-43 48.82%),27 (0.32),←,
39,"Pedersen, Cameron",24y 134d,11 (6-0-5 54.55%),13 (1.18),←,
20,"Petrie, Drew",28y 287d,195 (91-3-101 47.44%),195 (1.00),←,
3,"Rawlings, Brady",30y 49d,241 (119-2-120 49.79%),60 (0.25),←,
21,"Richardson, Cameron",23y 239d,7 (2-0-5 28.57%),,←,
9,"Swallow, Andrew",24y 57d,102 (45-1-56 44.61%),55 (0.54),←,
25,"Tarrant, Robbie",22y 95d,8 (2-0-6 25.00%),1 (0.13),←,
16,"Thompson, Scott",25y 81d,68 (26-2-40 39.71%),3 (0.04),←,
14,"Urquhart, Gavin",23y 72d,41 (15-0-26 36.59%),3 (0.07),←,
8,"Wells, Daniel",26y 176d,167 (84-2-81 50.90%),98 (0.59),←,
7,"Ziebell, Jack",20y 151d,42 (19-0-23 45.24%),9 (0.21),←,
Totals,Totals,24y 161d,1854 (901-22-931 48.60%),1166 (0.63),,
C,"Scott, Brad",35y 87d,40 (19-0-21 47.50%),,←,
