Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",9,6,9,18,1,1.0,6.0,9.0,1.0,5.0,5.0,3.0,2.0,2.0,,9.0,10.0,1.0,1.0,8.0,,1.0,95.0
28,"Christensen, Allen",14,2,8,22,1,,,4.0,3.0,4.0,7.0,4.0,4.0,2.0,,11.0,11.0,,,,,,83.0
22,"Duncan, Mitch",8,4,6,14,,,1.0,5.0,1.0,4.0,3.0,4.0,2.0,3.0,,7.0,7.0,2.0,,1.0,,,90.0
44,"Enright, Corey",13,6,5,18,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,7.0,11.0,,,6.0,,1.0,89.0
29,"Guthrie, Cameron",7,3,4,11,,,,2.0,4.0,,,1.0,,1.0,,3.0,5.0,1.0,,4.0,,,85.0
26 ↓,"Hawkins, Tom",2,1,,2,1,1.0,,,,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,20.0
19,"Hunt, Taylor",7,3,14,21,1,1.0,,3.0,2.0,2.0,2.0,1.0,,1.0,,10.0,10.0,,,1.0,2.0,1.0,86.0
20,"Johnson, Steve",17,4,15,32,1,1.0,,10.0,3.0,,12.0,5.0,3.0,3.0,1.0,18.0,14.0,1.0,1.0,3.0,1.0,,84.0
13,"Lonergan, Tom",8,4,4,12,,,,3.0,3.0,1.0,,3.0,2.0,2.0,,3.0,9.0,,,8.0,,,91.0
4,"Mackie, Andrew",15,7,11,26,,,,3.0,5.0,5.0,3.0,3.0,1.0,1.0,,14.0,13.0,2.0,,2.0,,1.0,90.0
32,"Motlop, Steven",7,2,2,9,2,,,,1.0,1.0,,2.0,,,,5.0,4.0,,,,2.0,,82.0
21,"Murdoch, Jordan",4,3,6,10,1,1.0,,,,3.0,,,1.0,,,4.0,7.0,1.0,,2.0,,1.0,67.0
31,"Podsiadly, James",10,7,4,14,3,,,3.0,,4.0,1.0,4.0,2.0,2.0,,6.0,9.0,2.0,2.0,3.0,,,92.0
30,"Scarlett, Matthew",8,4,2,10,,,,2.0,2.0,,,1.0,1.0,,,3.0,7.0,,,6.0,,,95.0
14,"Selwood, Joel",16,2,5,21,,,1.0,6.0,3.0,3.0,4.0,2.0,2.0,1.0,,7.0,12.0,,,3.0,,,94.0
38,"Sheringham, Jackson",5,4,3,8,,,,2.0,1.0,3.0,1.0,1.0,,,,2.0,6.0,,,3.0,,,79.0
46,"Simpkin, Jonathan",9,4,3,12,1,,,4.0,,5.0,,1.0,3.0,,,6.0,6.0,,,,,,77.0
23,"Stephenson, Orren",6,3,8,14,,,14.0,,1.0,2.0,5.0,6.0,2.0,5.0,,13.0,5.0,2.0,,7.0,,,84.0
27,"Stokes, Mathew",6,1,7,13,2,,,2.0,,2.0,1.0,3.0,2.0,3.0,,6.0,6.0,,,,,1.0,82.0
7,"Taylor, Harry",7,4,4,11,,,,4.0,2.0,1.0,1.0,1.0,,1.0,,4.0,7.0,1.0,,3.0,,,95.0
42,"Walker, Josh",4,,,4,1,,2.0,1.0,,1.0,2.0,3.0,2.0,3.0,,5.0,,,,4.0,,,84.0
40 ↑,"Wojcinski, David",8,1,3,11,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,2.0,9.0,,1.0,1.0,1.0,1.0,58.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,75,123,313,15,7.0,25.0,70.0,35.0,48.0,49.0,52.0,32.0,32.0,1.0,147.0,168.0,14.0,6.0,65.0,6.0,7.0,
Opposition,Opposition,195,67,126,321,16,6.0,67.0,54.0,32.0,53.0,48.0,63.0,32.0,32.0,5.0,164.0,163.0,14.0,13.0,50.0,13.0,10.0,
