Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",27y 297d,110 (72-1-37 65.91%),185 (1.68),←,
21,"Barlow, Michael",27y 142d,95 (63-1-31 66.84%),62 (0.65),←,
30,"Clarke, Zac",25y 42d,80 (45-1-34 56.88%),43 (0.54),←,
9,"de Boer, Matt",25y 60d,121 (69-1-51 57.44%),44 (0.36),←,
41,"Duffield, Paul",30y 93d,163 (89-1-73 54.91%),33 (0.20),←,
7,"Fyfe, Nat",23y 233d,98 (63-1-34 64.80%),84 (0.86),←,
32,"Hill, Stephen",25y 8d,134 (77-0-57 57.46%),90 (0.67),←,
5,"Ibbotson, Garrick",27y 55d,133 (69-1-63 52.26%),21 (0.16),←,
37,"Johnson, Michael",30y 201d,196 (110-1-85 56.38%),62 (0.32),←,
23,"Mayne, Chris",26y 188d,134 (80-1-53 60.07%),160 (1.19),←,
16,"Mundy, David",29y 293d,216 (120-1-95 55.79%),84 (0.39),←,
27,"Neale, Lachie",21y 350d,52 (33-0-19 63.46%),27 (0.52),←,
29,"Pavlich, Matthew",33y 129d,319 (155-0-164 48.59%),642 (2.01),←,
25,"Pearce, Alex",19y 334d,1 (1-0-0 100.00%),,←,
46,"Pearce, Clancee",24y 198d,84 (48-1-35 57.74%),33 (0.39),←,
6,"Pearce, Danyle",29y 32d,209 (99-2-108 47.85%),111 (0.53),55 (40-1-14 73.64%),35 (0.64)
31,"Sandilands, Aaron",32y 154d,222 (123-0-99 55.41%),84 (0.38),←,
34,"Spurr, Lee",27y 286d,66 (50-1-15 76.52%),5 (0.08),←,
8,"Suban, Nick",25y,111 (63-1-47 57.21%),48 (0.43),←,
33,"Sutcliffe, Cam",22y 351d,53 (39-1-13 74.53%),14 (0.26),←,
20,"Taberner, Matthew",21y 326d,18 (12-0-6 66.67%),16 (0.89),←,
10,"Walters, Michael",24y 122d,56 (38-1-17 68.75%),103 (1.84),←,
Totals,Totals,26y 160d,2671 (1518-17-1136 56.83%),1951 (0.73),,
C,"Lyon, Ross",48y 182d,200 (131-5-64 66.75%),,79 (55-1-23 70.25%),
