Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
1,"Anderson, Greg",27y 331d,127 (81-0-46 63.78%),75 (0.59),24 (14-0-10 58.33%),15 (0.63)
26,"Bickley, Mark",24y 249d,66 (34-0-32 51.52%),20 (0.30),←,
21,"Brown, David",24y 193d,36 (18-0-18 50.00%),36 (1.00),←,
50,"Groom, Chris",20y 225d,9 (5-0-4 55.56%),7 (0.78),←,
9,"Hall, Tony",29y 206d,100 (76-0-24 76.00%),151 (1.51),3 (2-0-1 66.67%),7 (2.33)
34,"Hart, Ben",19y 275d,45 (24-0-21 53.33%),6 (0.13),←,
35,"Jameson, Rod",23y 284d,55 (32-0-23 58.18%),78 (1.42),←,
2,"Jarman, Andrew",28y 86d,62 (33-0-29 53.23%),36 (0.58),←,
13,"Lee, Scott",30y 309d,69 (36-0-33 52.17%),17 (0.25),←,
27,"Liptak, Matthew",23y 345d,57 (32-0-25 56.14%),76 (1.33),←,
18,"Maynard, Rodney",27y 201d,63 (31-0-32 49.21%),15 (0.24),←,
10,"McDermott, Chris",30y 157d,69 (36-0-33 52.17%),22 (0.32),←,
15,"Pittman, David",25y 46d,20 (10-0-10 50.00%),1 (0.05),←,
20,"Powell, Matthew",20y 195d,3 (2-0-1 66.67%),1 (0.33),←,
52,"Rehn, Shaun",22y 236d,46 (25-0-21 54.35%),14 (0.30),←,
32,"Ricciuto, Mark",18y 306d,22 (12-0-10 54.55%),9 (0.41),←,
45,"Rouvray, Paul",21y 357d,13 (9-0-4 69.23%),,←,
7,"Smart, Nigel",24y 324d,62 (32-0-30 51.61%),34 (0.55),←,
12,"Tregenza, Simon",23y 32d,56 (30-0-26 53.57%),9 (0.16),←,
49,"Viska, Mark",22y 346d,16 (10-0-6 62.50%),1 (0.06),←,
33,"Weidemann, Wayne",27y 171d,40 (20-0-20 50.00%),12 (0.30),←,
Totals,Totals,24y 267d,1036 (588-0-448 56.76%),620 (0.60),,
C,"Cornes, Graham",46y 10d,70 (36-0-34 51.43%),,←,
