Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Batchelor, Jake",20y 152d,28 (10-1-17 37.50%),,←,
30,"Conca, Reece",19y 337d,31 (12-1-18 40.32%),5 (0.16),←,
9,"Cotchin, Trent",22y 98d,79 (33-1-45 42.41%),47 (0.59),←,
7,"Dea, Matt",20y 275d,17 (7-0-10 41.18%),,←,
3,"Deledio, Brett",25y 87d,165 (61-4-100 38.18%),112 (0.68),←,
39,"Derickx, Tom",24y 220d,2 (1-0-1 50.00%),,←,
10,"Edwards, Shane",23y 263d,102 (33-4-65 34.31%),55 (0.54),←,
42,"Ellis, Brandon",18y 346d,15 (7-0-8 46.67%),2 (0.13),←,
25,"Graham, Angus",25y 89d,48 (15-2-31 33.33%),18 (0.38),←,
6,"Grigg, Shaun",24y 86d,79 (33-1-45 42.41%),27 (0.34),36 (15-1-20 43.06%),17 (0.47)
14,"Houli, Bachar",24y 63d,63 (25-2-36 41.27%),15 (0.24),37 (15-1-21 41.89%),6 (0.16)
47,"Maric, Addam",22y 87d,29 (8-1-20 29.31%),16 (0.55),8 (4-0-4 50.00%),1 (0.13)
16,"McGuane, Luke",25y 153d,86 (26-3-57 31.98%),8 (0.09),←,
40,"Moore, Kelvin",28y 111d,85 (22-1-62 26.47%),12 (0.14),←,
38,"Morris, Steven",23y 196d,14 (6-0-8 42.86%),1 (0.07),←,
26,"Nahas, Robin",24y 247d,70 (22-2-46 32.86%),85 (1.21),←,
17,"Newman, Chris",30y 57d,207 (68-4-135 33.82%),30 (0.14),←,
45,"OHanlon, Brett",18y 363d,4 (2-0-2 50.00%),,←,
18,"Rance, Alex",22y 279d,59 (17-1-41 29.66%),7 (0.12),←,
8,"Riewoldt, Jack",23y 257d,105 (37-3-65 36.67%),241 (2.30),←,
21,"Tuck, Shane",30y 203d,155 (57-3-95 37.74%),63 (0.41),←,
46,"Webberley, Jeromey",24y 2d,16 (6-0-10 37.50%),3 (0.19),←,
Totals,Totals,23y 297d,1459 (508-34-917 34.82%),747 (0.51),,
C,"Hardwick, Damien",39y 331d,59 (21-1-37 36.44%),,←,
