Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",8,1,5,13,,,,3.0,3.0,,,1.0,1.0,,,6.0,6.0,,,4.0,,1.0,91.0
8,"Austin, Matt",7,5,5,12,,,,3.0,,1.0,,1.0,,,,2.0,10.0,,,2.0,,,79.0
18,"Banfield, Todd",5,1,3,8,,2.0,,4.0,,1.0,,,1.0,,,5.0,4.0,,,1.0,,,85.0
20,"Black, Simon",11,6,19,30,,1.0,,1.0,7.0,3.0,6.0,3.0,1.0,2.0,,14.0,18.0,,,1.0,,1.0,69.0
16,"Brown, Jonathan",6,4,1,7,3,1.0,,2.0,,2.0,,2.0,1.0,2.0,,3.0,4.0,1.0,3.0,,,1.0,98.0
1,"Clark, Mitch",12,5,7,19,2,,7.0,3.0,3.0,3.0,1.0,1.0,,,,7.0,12.0,1.0,,4.0,,,82.0
22,"Collier, Tom",9,4,8,17,1,,,1.0,3.0,2.0,1.0,1.0,1.0,,,6.0,12.0,1.0,1.0,3.0,,,89.0
41,"Golby, Mitch",11,3,5,16,,,,5.0,2.0,2.0,,3.0,1.0,1.0,,4.0,14.0,,,2.0,,,90.0
42 ↑,"Green, Josh",4,1,1,5,,,,2.0,,2.0,1.0,,,,,2.0,3.0,,,,,1.0,28.0
11,"Hanley, Pearce",8,2,8,16,,,,,5.0,1.0,,4.0,,1.0,,2.0,11.0,,,2.0,,,89.0
23,"Leuenberger, Matthew",5,,7,12,,,32.0,,,4.0,2.0,3.0,,,,7.0,4.0,,,5.0,,,87.0
36,"Maguire, Matt",5,6,10,15,,,,3.0,2.0,,,1.0,,,,8.0,9.0,2.0,,12.0,,,100.0
9,"McGrath, Ashley",8,3,3,11,2,2.0,,5.0,2.0,2.0,,2.0,1.0,1.0,,6.0,5.0,,2.0,,1.0,1.0,90.0
24,"Patfull, Joel",6,5,8,14,,,,1.0,2.0,,,4.0,,2.0,,6.0,8.0,,,7.0,,,93.0
31,"Polkinghorne, James",8,,9,17,,1.0,,4.0,1.0,2.0,3.0,2.0,1.0,1.0,,10.0,6.0,,,1.0,,1.0,80.0
6,"Power, Luke",12,4,13,25,,,,12.0,1.0,4.0,6.0,2.0,2.0,1.0,,11.0,15.0,,1.0,2.0,,,83.0
30,"Redden, Jack",12,6,20,32,,,,5.0,3.0,1.0,5.0,4.0,1.0,2.0,,16.0,16.0,1.0,,4.0,,,81.0
37 ↓,"Retzlaff, Bryce",4,4,2,6,,,,,,1.0,,,,,,1.0,5.0,,,,,,57.0
10,"Rich, Daniel",12,2,8,20,1,1.0,,7.0,,6.0,4.0,2.0,1.0,1.0,,10.0,10.0,,,3.0,,1.0,82.0
38,"Rockliff, Tom",10,6,13,23,,,,5.0,4.0,4.0,2.0,1.0,1.0,,,8.0,15.0,,1.0,,,1.0,78.0
3,"Sheldon, Sam",2,,3,5,,,,4.0,,2.0,,,,,,1.0,5.0,,,,,,80.0
32,"Stiller, Cheynee",7,4,4,11,,,,3.0,1.0,,2.0,1.0,,1.0,,5.0,6.0,2.0,,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,72,162,334,9,9.0,39.0,73.0,39.0,43.0,33.0,38.0,13.0,15.0,,140.0,198.0,8.0,8.0,55.0,1.0,8.0,
Opposition,Opposition,231,113,199,430,19,10.0,35.0,78.0,33.0,59.0,34.0,28.0,15.0,13.0,6.0,158.0,276.0,14.0,21.0,58.0,17.0,12.0,
