Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",13,3,10,23,1,,,1.0,2.0,2.0,6.0,2.0,3.0,,,13.0,10.0,,,3.0,1.0,,
10,"Ashcroft, Marcus",17,7,11,28,2,,,4.0,2.0,5.0,3.0,3.0,,1.0,,5.0,23.0,,,,2.0,,
26,"Bolton, Craig",2,1,,2,,,,,2.0,,,,1.0,,,,2.0,,,,,,
36,"Bradshaw, Daniel",8,7,5,13,3,4.0,,1.0,,1.0,,1.0,,,,9.0,4.0,3.0,7.0,,,,
1,"Champion, Richard",7,3,5,12,,,1.0,2.0,,2.0,1.0,2.0,2.0,,,5.0,7.0,,,1.0,,,
21,"Cupido, Damian",4,3,,4,,,,,,2.0,,,,,,,3.0,,,,,,
32,"Hart, Shaun",13,8,9,22,,1.0,,3.0,1.0,3.0,3.0,,,,,8.0,14.0,,,1.0,,,
31,"Heuskes, Adam",13,9,7,20,,,,1.0,6.0,1.0,,1.0,,1.0,,7.0,13.0,1.0,,,,,
2,"Johnson, Chris",8,5,8,16,,,,6.0,4.0,2.0,2.0,3.0,,2.0,,5.0,10.0,,,4.0,2.0,,
45,"Knobel, Trent",,1,3,3,,,3.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,
44,"Lappin, Nigel",14,3,9,23,,,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,,11.0,13.0,,,3.0,1.0,,
15,"Lawrence, Steven",12,8,4,16,1,,,1.0,,4.0,1.0,1.0,,,,6.0,13.0,1.0,2.0,1.0,,,
23,"Leppitsch, Justin",17,8,3,20,4,,,1.0,4.0,2.0,,2.0,1.0,1.0,,8.0,12.0,1.0,1.0,1.0,,,
11,"Lynch, Alastair",4,4,1,5,2,,,,,2.0,1.0,1.0,,,,1.0,4.0,,2.0,,,,
43,"McDonald, Beau",1,,,1,,,13.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,
4,"McRae, Craig",10,2,6,16,,,,2.0,1.0,7.0,1.0,,,2.0,,8.0,7.0,,,,,,
7,"Molloy, Jarrod",4,2,2,6,1,,,,,2.0,,1.0,,2.0,,5.0,1.0,2.0,,,,,
6,"Power, Luke",17,5,5,22,2,2.0,,,,9.0,4.0,2.0,1.0,1.0,,11.0,10.0,1.0,2.0,,,,
22,"Scott, Chris",17,11,7,24,1,,,3.0,6.0,2.0,,1.0,3.0,2.0,,6.0,18.0,,,1.0,1.0,,
13,"Voss, Brett",3,1,1,4,,,,,,1.0,,1.0,1.0,,,2.0,2.0,,,,,,
3,"Voss, Michael",17,7,8,25,,,,2.0,1.0,7.0,3.0,1.0,,,,7.0,18.0,2.0,,1.0,3.0,,
33,"White, Darryl",11,8,4,15,,,5.0,3.0,5.0,,,,,1.0,,5.0,10.0,2.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,106,108,320,17,10.0,23.0,34.0,36.0,56.0,29.0,25.0,14.0,15.0,,125.0,195.0,13.0,14.0,17.0,10.0,,
Opposition,Opposition,203,83,96,299,17,14.0,35.0,45.0,31.0,58.0,40.0,26.0,15.0,14.0,6.0,135.0,162.0,20.0,14.0,38.0,15.0,,
