Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",29y 341d,124 (79-1-44 64.11%),7 (0.06),106 (72-1-33 68.40%),3 (0.03)
20,"Brogan, Dean",26y 185d,60 (45-1-14 75.83%),24 (0.40),←,
7,"Burgoyne, Peter",27y 139d,164 (97-3-64 60.06%),165 (1.01),←,
8,"Burgoyne, Shaun",22y 239d,71 (57-0-14 80.28%),81 (1.14),←,
25,"Cassisi, Domenic",22y 268d,56 (41-1-14 74.11%),24 (0.43),←,
26,"Cochrane, Stuart",26y 332d,103 (58-1-44 56.80%),17 (0.17),53 (35-1-17 66.98%),6 (0.11)
35,"Cornes, Chad",25y 217d,131 (86-1-44 66.03%),111 (0.85),←,
18,"Cornes, Kane",22y 163d,82 (58-1-23 71.34%),39 (0.48),←,
17,"Dew, Stuart",25y 303d,149 (88-3-58 60.07%),218 (1.46),←,
33,"Ebert, Brett",21y 211d,29 (17-1-11 60.34%),31 (1.07),←,
10,"Francou, Josh",30y 314d,146 (76-4-66 53.42%),71 (0.49),←,
38,"James, Roger",29y 239d,142 (89-3-50 63.73%),87 (0.61),←,
29,"Kingsley, Adam",29y 301d,155 (91-3-61 59.68%),40 (0.26),←,
5,"Lade, Brendon",28y 342d,137 (81-3-53 60.22%),114 (0.83),←,
22,"Mahoney, Josh",27y 229d,57 (29-0-28 50.88%),34 (0.60),27 (19-0-8 70.37%),24 (0.89)
3,"Montgomery, Brett",32y 16d,176 (113-3-60 65.06%),101 (0.57),116 (73-2-41 63.79%),47 (0.41)
15,"Pickett, Byron",27y 310d,167 (110-0-57 65.87%),154 (0.92),47 (36-0-11 76.60%),73 (1.55)
1,"Primus, Matthew",30y 156d,152 (72-3-77 48.36%),80 (0.53),132 (71-3-58 54.92%),75 (0.57)
16,"Tredrea, Warren",26y 175d,168 (102-2-64 61.31%),382 (2.27),←,
2,"Wakelin, Darryl",30y 310d,215 (123-2-90 57.67%),12 (0.06),100 (70-1-29 70.50%),4 (0.04)
42,"Walsh, Peter",28y 328d,117 (57-1-59 49.15%),34 (0.29),13 (6-1-6 50.00%),3 (0.23)
4,"Wanganeen, Gavin",31y 364d,289 (173-6-110 60.90%),194 (0.67),162 (100-3-59 62.65%),131 (0.81)
Totals,Totals,27y 216d,2890 (1742-43-1105 60.28%),2020 (0.70),,
C,"Williams, Mark",46y 300d,156 (98-2-56 63.46%),,←,
