Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",26y 117d,148 (65-3-80 44.93%),384 (2.59),←,
16,"Daniels, Brent",20y 140d,25 (16-0-9 64.00%),12 (0.48),←,
1,"Davis, Phil",28y 331d,158 (77-3-78 49.68%),7 (0.04),140 (66-3-71 48.21%),6 (0.04)
31,"Finlayson, Jeremy",23y 168d,32 (17-2-13 56.25%),38 (1.19),←,
4,"Greene, Toby",25y 305d,139 (62-1-76 44.96%),158 (1.14),←,
9,"Hately, Jackson",18y 279d,5 (2-0-3 40.00%),1 (0.20),←,
19,"Haynes, Nick",27y 70d,121 (59-3-59 50.00%),9 (0.07),←,
37,"Hill, Bobby",19y 168d,3 (2-0-1 66.67%),4 (1.33),←,
27,"Himmelberg, Harry",23y 80d,58 (37-1-20 64.66%),69 (1.19),←,
2,"Hopper, Jacob",22y 171d,62 (39-1-22 63.71%),24 (0.39),←,
25,"Keeffe, Lachlan",29y 104d,53 (31-0-22 58.49%),11 (0.21),13 (6-0-7 46.15%),4 (0.31)
38,"Lloyd, Daniel",27y 159d,34 (19-3-12 60.29%),25 (0.74),←,
41,"Mumford, Shane",33y 22d,185 (120-4-61 65.95%),52 (0.28),85 (51-2-32 61.18%),13 (0.15)
36,"Perryman, Harry",20y 220d,28 (14-1-13 51.79%),4 (0.14),←,
50,"Reid, Sam",29y 262d,82 (46-3-33 57.93%),29 (0.35),72 (40-3-29 57.64%),28 (0.39)
23,"Shaw, Heath",33y 242d,300 (183-5-112 61.83%),39 (0.13),127 (73-3-51 58.66%),2 (0.02)
26,"Simpson, Dawson",30y 160d,46 (31-1-14 68.48%),5 (0.11),18 (12-1-5 69.44%),1 (0.06)
14,"Taranto, Tim",21y 180d,55 (34-1-20 62.73%),22 (0.40),←,
15,"Taylor, Sam",20y 83d,25 (17-0-8 68.00%),1 (0.04),←,
20,"Tomlinson, Adam",25y 351d,133 (57-3-73 43.98%),34 (0.26),←,
6,"Whitfield, Lachie",25y 9d,126 (61-3-62 49.60%),56 (0.44),←,
29,"Williams, Zac",24y 310d,94 (49-0-45 52.13%),23 (0.24),←,
Totals,Totals,25y 129d,1912 (1038-38-836 54.29%),1007 (0.53),,
C,"Cameron, Leon",46y 328d,135 (74-3-58 55.93%),,←,
