St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Anderson, Dean",12,3,3,15,,,,2.0,,,,,2.0,,,,,,,,,,
34,"Bailey, Doug",4,1,6,10,1,,3.0,,,,,,1.0,,,,,,,,,,
14,"Bardsley, Kristian",8,5,4,12,3,,,,,,,,,1.0,,,,,,,,,
3,"Burke, Nathan",11,,10,21,,2.0,,3.0,,,,,1.0,,1.0,,,,,,,,
1,"Devonport, Craig",12,2,,12,,1.0,,1.0,,,,,,1.0,,,,,,,,,
36,"Fode, Gordon",9,1,2,11,2,,,1.0,,,,,1.0,,,,,,,,,,
2,"Frawley, Danny",7,5,9,16,,,,,,,,,,,,,,,,,,,
6,"Grant, David",6,2,6,12,,,,4.0,,,,,,,,,,,,,,,
27,"Greig, Dean",9,3,4,13,,,,,,,,,1.0,2.0,,,,,,,,,
16,"Harvey, Anthony",1,,8,9,,,,2.0,,,,,,1.0,,,,,,,,,
17,"Keogh, Rod",12,3,11,23,,,,2.0,,,,,3.0,2.0,,,,,,,,,
23,"Loewe, Stewart",8,7,5,13,3,2.0,1.0,,,,,,3.0,2.0,,,,,,,,,
28,"OBrien, Craig",13,2,11,24,,1.0,,1.0,,,,,,2.0,,,,,,,,,
29,"Peckett, Justin",5,,8,13,,,,,,,,,1.0,1.0,,,,,,,,,
31,"Shanahan, Jamie",6,1,2,8,,,,3.0,,,,,2.0,,,,,,,,,,
5,"Shaw, Damen",15,4,10,25,,3.0,,3.0,,,,,2.0,,,,,,,,,,
26,"Taylor, Kain",2,1,1,3,1,,,1.0,,,,,,2.0,,,,,,,,,
30,"Thornborrow, Wayne",6,9,10,16,,,10.0,,,,,,2.0,,,,,,,,,,
9,"Vidovic, Lazar",2,1,,2,,,3.0,,,,,,,1.0,,,,,,,,,
33,"Wakelin, Shane",10,4,2,12,,1.0,,,,,,,2.0,2.0,,,,,,,,,
7,"Winmar, Nicky",17,3,3,20,1,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,57,115,290,11,12.0,17.0,24.0,,,,,23.0,19.0,1.0,,,,,,,,
Opposition,Opposition,193,91,149,342,19,13.0,19.0,34.0,,,,,19.0,23.0,5.0,,,,,,,,
