North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Abraham, Winston",23y 179d,39 (19-0-20 48.72%),56 (1.44),1 (1-0-0 100.00%),1 (1.00)
14,"Anderson, Brady",22y 288d,1 (1-0-0 100.00%),,←,
11,"Archer, Glenn",25y 3d,118 (74-0-44 62.71%),83 (0.70),←,
26,"Bell, Peter",22y 26d,51 (32-0-19 62.75%),50 (0.98),49 (32-0-17 65.31%),48 (0.98)
12,"Blakey, John",31y 246d,250 (124-0-126 49.60%),75 (0.30),115 (72-0-43 62.61%),37 (0.32)
16,"Capuano, Mathew",22y 206d,37 (26-0-11 70.27%),12 (0.32),←,
18,"Carey, Wayne",26y 304d,163 (97-0-66 59.51%),412 (2.53),←,
17,"Freeborn, Glenn",25y 49d,47 (31-0-16 65.96%),22 (0.47),←,
6,"Grant, Shannon",20y 342d,59 (33-1-25 56.78%),40 (0.68),1 (1-0-0 100.00%),2 (2.00)
23,"Groom, Chris",24y 211d,22 (12-0-10 54.55%),27 (1.23),3 (2-0-1 66.67%),1 (0.33)
21,"Hewitt, Evan",19y 263d,2 (1-0-1 50.00%),,←,
34,"King, David",26y 20d,90 (57-0-33 63.33%),25 (0.28),←,
4,"Martyn, Mick",29y 208d,202 (113-1-88 56.19%),14 (0.07),←,
5,"McCartney, Jason",24y 13d,76 (35-0-41 46.05%),48 (0.63),1 (1-0-0 100.00%),
28,"Pickett, Byron",20y 228d,2 (1-0-1 50.00%),,←,
13,"Pike, Martin",25y 133d,85 (27-0-58 31.76%),47 (0.55),25 (15-0-10 60.00%),7 (0.28)
3,"Rock, Anthony",27y 179d,160 (96-0-64 60.00%),130 (0.81),←,
8,"Scott, Robert",29y 26d,207 (124-1-82 60.14%),208 (1.00),75 (49-0-26 65.33%),44 (0.59)
24,"Sholl, Craig",30y 87d,177 (102-0-75 57.63%),101 (0.57),←,
37,"Simpson, Adam",22y 39d,47 (34-0-13 72.34%),22 (0.47),←,
10,"Stevens, Anthony",26y 268d,157 (93-0-64 59.24%),78 (0.50),←,
30,"Welsh, Scott",19y 110d,3 (2-0-1 66.67%),,←,
Totals,Totals,24y 289d,1995 (1134-3-858 56.84%),1450 (0.73),,
C,"Pagan, Denis",50y 184d,121 (77-0-44 63.64%),,←,
