North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",22y 356d,106 (59-0-47 55.66%),14 (0.13),←,
3,"Bastinac, Ryan",24y 74d,121 (67-0-54 55.37%),66 (0.55),←,
35,"Black, Aaron",24y 279d,50 (29-0-21 58.00%),64 (1.28),←,
50,"Brown, Ben",22y 288d,30 (22-0-8 73.33%),47 (1.57),←,
38,"Daw, Majak",24y 177d,16 (7-0-9 43.75%),17 (1.06),←,
14,"Dumont, Trent",20y 66d,8 (3-0-5 37.50%),2 (0.25),←,
27,"Garner, Taylor",21y 239d,10 (7-0-3 70.00%),4 (0.40),←,
43,"Gibson, Sam",29y 100d,82 (49-0-33 59.76%),30 (0.37),←,
6,"Hansen, Lachlan",27y 18d,130 (66-1-63 51.15%),76 (0.58),←,
29,"Harvey, Brent",37y 113d,406 (221-3-182 54.80%),479 (1.18),←,
5,"Jacobs, Ben",23y 238d,67 (29-0-38 43.28%),9 (0.13),41 (24-0-17 58.54%),4 (0.10)
34,"Macmillan, Jamie",23y 346d,78 (43-0-35 55.13%),32 (0.41),←,
21,"McDonald, Luke",20y 207d,36 (22-0-14 61.11%),,←,
2,"McKenzie, Brad",22y 98d,23 (12-0-11 52.17%),5 (0.22),←,
41,"Mullett, Aaron",23y 193d,52 (30-0-22 57.69%),25 (0.48),←,
28,"Nahas, Robin",27y 298d,108 (44-3-61 42.13%),130 (1.20),25 (15-0-10 60.00%),30 (1.20)
20,"Petrie, Drew",32y 324d,290 (145-3-142 50.52%),398 (1.37),←,
25,"Tarrant, Robbie",26y 132d,59 (31-0-28 52.54%),41 (0.69),←,
36,"Tippett, Joel",26y 313d,9 (3-0-6 33.33%),,7 (3-0-4 42.86%),
40,"Turner, Kayne",19y 247d,17 (11-0-6 64.71%),15 (0.88),←,
32,"Wood, Mason",21y 356d,8 (4-0-4 50.00%),4 (0.50),←,
7,"Ziebell, Jack",24y 188d,121 (61-0-60 50.41%),71 (0.59),←,
Totals,Totals,24y 344d,1827 (965-10-852 52.82%),1529 (0.84),,
C,"Scott, Brad",39y 124d,132 (72-0-60 54.55%),,←,
