Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 187d,108 (45-2-61 42.59%),32 (0.30),←,
8,"Austin, Matt",22y 52d,12 (7-0-5 58.33%),2 (0.17),←,
18,"Banfield, Todd",20y 327d,30 (8-0-22 26.67%),35 (1.17),←,
43,"Bewick, Rohan",21y 223d,6 (1-0-5 16.67%),2 (0.33),←,
20,"Black, Simon",32y 48d,282 (159-4-119 57.09%),160 (0.57),←,
16,"Brown, Jonathan",29y 204d,202 (124-3-75 62.13%),483 (2.39),←,
1,"Clark, Mitch",23y 214d,73 (29-2-42 41.10%),46 (0.63),←,
42,"Green, Josh",18y 270d,1 (1-0-0 100.00%),,←,
11,"Hanley, Pearce",22y 187d,20 (4-0-16 20.00%),3 (0.15),←,
23,"Leuenberger, Matthew",22y 348d,52 (19-1-32 37.50%),7 (0.13),←,
36,"Maguire, Matt",26y 356d,117 (61-1-55 52.56%),19 (0.16),18 (7-0-11 38.89%),
21,"Merrett, Daniel",26y 160d,111 (46-3-62 42.79%),17 (0.15),←,
34,"OBrien, Jesse",20y 97d,9 (1-0-8 11.11%),1 (0.11),←,
24,"Patfull, Joel",26y 165d,107 (44-3-60 42.52%),21 (0.20),←,
31,"Polkinghorne, James",22y 120d,47 (19-1-27 41.49%),28 (0.60),←,
6,"Power, Luke",31y 133d,269 (149-3-117 55.95%),217 (0.81),←,
30,"Redden, Jack",20y 163d,40 (14-1-25 36.25%),17 (0.43),←,
37,"Retzlaff, Bryce",19y 326d,3 (1-0-2 33.33%),1 (0.33),←,
10,"Rich, Daniel",20y 348d,54 (22-1-31 41.67%),28 (0.52),←,
38,"Rockliff, Tom",21y 88d,28 (6-0-22 21.43%),8 (0.29),←,
3,"Sheldon, Sam",22y 74d,26 (14-1-11 55.77%),2 (0.08),←,
32,"Stiller, Cheynee",25y 18d,84 (34-3-47 42.26%),19 (0.23),←,
Totals,Totals,23y 286d,1681 (808-29-844 48.07%),1148 (0.68),,
C,"Voss, Michael",35y 318d,54 (22-1-31 41.67%),,←,
