Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bassett, Scott",3,2,9,12,,,,,2.0,,,2.0,1.0,2.0,,7.0,4.0,2.0,,1.0,,,
19,"Bishop, Matthew",3,1,3,6,,,2.0,,1.0,,,,,,,1.0,4.0,,,3.0,,,
7,"Burgoyne, Peter",13,4,6,19,2,,,2.0,3.0,5.0,3.0,1.0,,1.0,,8.0,13.0,,,1.0,4.0,,
8,"Burgoyne, Shaun",4,3,2,6,2,,,,,1.0,,,,,,2.0,4.0,1.0,2.0,,,,
9,"Carr, Josh",13,2,7,20,1,1.0,,2.0,,6.0,3.0,2.0,1.0,,,11.0,10.0,,,3.0,2.0,,
12,"Cockatoo-Collins, Che",13,6,8,21,1,1.0,,,1.0,7.0,1.0,3.0,1.0,2.0,,7.0,17.0,1.0,2.0,1.0,3.0,,
35,"Cornes, Chad",6,6,6,12,,1.0,3.0,,,2.0,,2.0,,1.0,,4.0,8.0,2.0,2.0,,,,
18,"Cornes, Kane",4,1,2,6,1,1.0,,,,1.0,,,1.0,,,2.0,5.0,,1.0,1.0,1.0,,
17,"Dew, Stuart",9,1,4,13,2,2.0,,2.0,,1.0,1.0,,,,,4.0,9.0,1.0,1.0,1.0,,,
10,"Francou, Josh",6,1,20,26,,1.0,1.0,2.0,,5.0,5.0,3.0,,1.0,,10.0,16.0,,1.0,2.0,,,
31,"French, Barnaby",1,1,6,7,,,9.0,,1.0,,4.0,1.0,,1.0,,5.0,3.0,,,,,,
34,"Guerra, Brent",10,4,,10,,2.0,,,2.0,6.0,3.0,1.0,,,,3.0,7.0,,1.0,,,,
11,"Hardwick, Damien",11,3,10,21,,,,3.0,5.0,,2.0,,2.0,,,7.0,13.0,,,2.0,,,
38,"James, Roger",8,6,11,19,,,,1.0,,3.0,2.0,3.0,1.0,3.0,1.0,4.0,17.0,,,,,,
29,"Kingsley, Adam",10,2,5,15,,,,,,3.0,,,2.0,,,3.0,11.0,,,4.0,1.0,,
3,"Montgomery, Brett",13,7,8,21,1,,,,3.0,2.0,1.0,4.0,3.0,,,8.0,14.0,1.0,,8.0,5.0,,
27,"Poulton, Jared",3,,3,6,1,,,,,,,,,,,,6.0,,,1.0,,,
1,"Primus, Matthew",7,9,14,21,,2.0,18.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,,7.0,14.0,1.0,3.0,2.0,,,
6,"Schofield, Jarrad",11,2,7,18,,,,1.0,3.0,3.0,4.0,3.0,2.0,,,10.0,9.0,,,4.0,4.0,,
36,"Stevens, Nick",16,7,16,32,3,,,4.0,5.0,5.0,3.0,3.0,,1.0,2.0,11.0,21.0,,1.0,,,,
16,"Tredrea, Warren",19,16,3,22,3,2.0,,2.0,,5.0,,3.0,2.0,,3.0,10.0,13.0,6.0,4.0,3.0,,,
2,"Wakelin, Darryl",3,2,5,8,,,,1.0,2.0,,1.0,,1.0,,,3.0,5.0,1.0,,4.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,86,155,341,17,15.0,33.0,23.0,29.0,56.0,36.0,33.0,19.0,13.0,6.0,127.0,223.0,16.0,18.0,41.0,20.0,,
Opposition,Opposition,153,69,124,277,12,5.0,19.0,31.0,37.0,43.0,32.0,43.0,13.0,19.0,,95.0,176.0,7.0,13.0,41.0,7.0,,
