West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",26y 275d,112 (65-1-46 58.48%),1 (0.01),←,
33,"Bazzo, Rhett",18y 266d,4 (1-0-3 25.00%),,←,
39,"Clark, Greg",25y 47d,7 (0-0-7 0.00%),1 (0.14),←,
27,"Darling, Jack",30y 27d,251 (149-1-101 59.56%),469 (1.87),←,
14,"Duggan, Liam",25y 211d,130 (76-0-54 58.46%),11 (0.08),←,
42,"Edwards, Harry",21y 282d,22 (7-0-15 31.82%),,←,
29,"Foley, Luke",22y 275d,17 (5-0-12 29.41%),2 (0.12),←,
3,"Gaff, Andrew",30y 24d,247 (146-1-100 59.31%),80 (0.32),←,
19,"Hough, Brady",19y 127d,10 (2-0-8 20.00%),,←,
25,"Hurn, Shannon",34y 309d,314 (179-1-134 57.17%),50 (0.16),←,
31,"Jones, Jamaine",23y 284d,36 (16-0-20 44.44%),17 (0.47),29 (11-0-18 37.93%),13 (0.45)
11,"Kelly, Tim",27y 349d,97 (51-0-46 52.58%),63 (0.65),49 (21-0-28 42.86%),15 (0.31)
17,"Kennedy, Josh",34y 319d,290 (149-2-139 51.72%),711 (2.45),268 (146-1-121 54.66%),700 (2.61)
9,"Naitanui, Nic",32y 67d,210 (120-1-89 57.38%),112 (0.53),←,
10,"Petrevski-Seton, Sam",24y 141d,104 (27-0-77 25.96%),21 (0.20),10 (0-0-10 0.00%),1 (0.10)
21,"Petruccelle, Jack",23y 89d,53 (26-0-27 49.06%),46 (0.87),←,
8,"Redden, Jack",31y 213d,257 (119-1-137 46.50%),77 (0.30),128 (75-0-53 58.59%),25 (0.20)
44,"Rioli, Willie",27y 36d,48 (31-0-17 64.58%),60 (1.25),←,
1,"Ryan, Liam",25y 281d,80 (44-0-36 55.00%),114 (1.42),←,
13,"Shuey, Luke",32y 38d,232 (139-1-92 60.13%),138 (0.59),←,
26,"Trew, Zane",20y 75d,2 (0-0-2 0.00%),1 (0.50),←,
2,"Waterman, Jake",24y 65d,68 (36-0-32 52.94%),61 (0.90),←,
32,"Williams, Bailey",22y 84d,21 (7-0-14 33.33%),9 (0.43),←,
Totals,Totals,26y 105d,2612 (1395-9-1208 53.41%),2044 (0.78),,
C,"Simpson, Adam",46y 144d,197 (116-1-80 59.14%),,←,
