Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",31y 113d,189 (105-0-84 55.56%),24 (0.13),←,
44,"Bock, Nathan",25y 9d,65 (36-0-29 55.38%),51 (0.78),←,
24,"Burton, Brett",29y 330d,153 (83-0-70 54.25%),216 (1.41),←,
11,"Doughty, Michael",28y 237d,121 (75-0-46 61.98%),31 (0.26),←,
26,"Douglas, Richard",21y 52d,18 (10-0-8 55.56%),7 (0.39),←,
9,"Edwards, Tyson",31y 236d,268 (146-0-122 54.48%),166 (0.62),←,
36,"Goodwin, Simon",31y 94d,217 (124-0-93 57.14%),132 (0.61),←,
6,"Griffin, Jonathon",22y 75d,18 (9-0-9 50.00%),4 (0.22),←,
30,"Jericho, Luke",23y 163d,27 (15-0-12 55.56%),20 (0.74),←,
18,"Johncock, Graham",25y 160d,128 (73-0-55 57.03%),82 (0.64),←,
14,"Mackay, David",19y 248d,2 (1-0-1 50.00%),,←,
3,"Massie, Kris",27y 304d,120 (70-0-50 58.33%),21 (0.17),77 (44-0-33 57.14%),9 (0.12)
16,"McGregor, Ken",27y 60d,147 (80-0-67 54.42%),113 (0.77),←,
23,"McLeod, Andrew",31y 238d,285 (154-0-131 54.04%),248 (0.87),←,
40,"Porplyzia, Jason",23y 123d,28 (18-0-10 64.29%),27 (0.96),←,
25,"Rutten, Ben",24y 306d,82 (53-0-29 64.63%),5 (0.06),←,
27,"Stevens, Scott",26y 74d,81 (39-1-41 48.77%),50 (0.62),56 (29-0-27 51.79%),33 (0.59)
15,"Symes, Brad",23y 22d,22 (9-0-13 40.91%),2 (0.09),2 (1-0-1 50.00%),
5,"Thompson, Scott",25y 15d,111 (65-0-46 58.56%),83 (0.75),72 (47-0-25 65.28%),66 (0.92)
4,"Tippett, Kurt",20y 326d,2 (1-0-1 50.00%),4 (2.00),←,
7,"van Berlo, Nathan",21y 297d,55 (34-0-21 61.82%),14 (0.25),←,
17,"Vince, Bernie",22y 179d,12 (9-0-3 75.00%),4 (0.33),←,
Totals,Totals,25y 233d,2151 (1209-1-941 56.21%),1304 (0.61),,
C,"Craig, Neil",52y 78d,83 (52-0-31 62.65%),,←,
