Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Anderson, Noah",9.0,2.0,5.0,14.0,,1.0,,6.0,1.0,4.0,4.0,2.0,,1.0,,7.0,8.0,,,2.0,,1.0,71.0
2,"Atkins, Rory",8.0,3.0,1.0,9.0,,,,,2.0,2.0,1.0,1.0,,,,2.0,7.0,,,1.0,,,78.0
10,"Ballard, Charlie",9.0,2.0,3.0,12.0,,,,,5.0,,1.0,3.0,1.0,,,6.0,5.0,,,6.0,,,98.0
29,"Burgess, Chris",4.0,5.0,5.0,9.0,1.0,1.0,2.0,3.0,,1.0,,,,,,4.0,6.0,,2.0,3.0,,,78.0
25,"Collins, Sam",11.0,9.0,2.0,13.0,,,,4.0,5.0,1.0,,2.0,2.0,1.0,,4.0,9.0,2.0,,6.0,,,100.0
19,"Corbett, Josh",2.0,1.0,,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,76.0
4,"Ellis, Brandon",12.0,3.0,5.0,17.0,,,,4.0,4.0,2.0,1.0,7.0,1.0,2.0,,8.0,9.0,,,2.0,,,88.0
26,"Flanders, Sam",5.0,2.0,5.0,10.0,,1.0,,3.0,,3.0,1.0,2.0,1.0,,,5.0,5.0,,,1.0,,1.0,67.0
46,"Graham, Caleb",5.0,4.0,1.0,6.0,,,5.0,,3.0,,,4.0,,,,1.0,6.0,,,3.0,,,83.0
1,"Greenwood, Hugh",12.0,,6.0,18.0,1.0,,,16.0,2.0,3.0,7.0,4.0,1.0,,,12.0,4.0,,,1.0,,,81.0
39,"Holman, Nick",4.0,2.0,7.0,11.0,,,,4.0,1.0,1.0,2.0,,1.0,,,6.0,5.0,,,1.0,,,84.0
34,"King, Ben",7.0,4.0,1.0,8.0,3.0,2.0,1.0,2.0,1.0,,1.0,,,,,4.0,3.0,1.0,3.0,,,,88.0
23,"Lemmens, Sean",7.0,4.0,,7.0,,,,1.0,2.0,1.0,,2.0,,2.0,,2.0,6.0,1.0,,,,,77.0
13,"Lukosius, Jack",20.0,8.0,3.0,23.0,,1.0,,3.0,8.0,8.0,1.0,2.0,,,,5.0,14.0,1.0,,4.0,,,90.0
17,"Markov, Oleg",8.0,5.0,7.0,15.0,,,,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,6.0,9.0,,,3.0,,,87.0
11,"Miller, Touk",14.0,3.0,16.0,30.0,1.0,1.0,,5.0,4.0,3.0,7.0,5.0,,4.0,,15.0,16.0,,1.0,2.0,,1.0,87.0
27,"Powell, Wil",11.0,6.0,9.0,20.0,,,,3.0,2.0,,1.0,2.0,1.0,1.0,,10.0,7.0,3.0,,8.0,,,85.0
22,"Rankine, Izak",6.0,2.0,3.0,9.0,,1.0,,4.0,,1.0,1.0,3.0,1.0,1.0,,6.0,4.0,,,2.0,,,81.0
41,"Rosas, Malcolm",,,,,,,,,,,,,,,,,,,,,,,
6,"Sexton, Alex",10.0,4.0,2.0,12.0,,,,3.0,,3.0,1.0,3.0,,,,3.0,9.0,,,2.0,,1.0,78.0
32,"Smith, Zac",1.0,,8.0,9.0,1.0,,22.0,1.0,1.0,,2.0,2.0,1.0,1.0,,6.0,3.0,,,6.0,,,75.0
24,"Swallow, David",9.0,3.0,12.0,21.0,,,,6.0,1.0,4.0,2.0,5.0,,2.0,,12.0,9.0,1.0,,2.0,,,74.0
14,"Weller, Lachie",8.0,2.0,8.0,16.0,,,,6.0,2.0,3.0,2.0,1.0,1.0,,,8.0,8.0,,,,1.0,,76.0
Totals,Totals,182.0,74.0,109.0,291.0,8.0,9.0,30.0,76.0,46.0,41.0,36.0,55.0,12.0,17.0,,132.0,154.0,9.0,7.0,56.0,1.0,4.0,
Opposition,Opposition,238.0,104.0,214.0,452.0,14.0,7.0,59.0,68.0,34.0,62.0,53.0,47.0,17.0,12.0,6.0,163.0,290.0,9.0,13.0,42.0,5.0,10.0,
