Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",27y 54d,134 (74-0-60 55.22%),72 (0.54),←,
29,"Beaumont, Simon",26y 129d,112 (66-0-46 58.93%),72 (0.64),←,
21,"Bradley, Craig",38y 180d,360 (219-2-139 61.11%),242 (0.67),←,
16,"Camporeale, Scott",26y 253d,154 (95-0-59 61.69%),148 (0.96),←,
45,"Franchina, Anthony",24y 192d,76 (44-0-32 57.89%),23 (0.30),←,
17,"Freeborn, Scott",23y 336d,43 (28-0-15 65.12%),16 (0.37),←,
14,"Gallagher, David",21y 259d,28 (11-0-17 39.29%),3 (0.11),2 (0-0-2 0.00%),1 (0.50)
9,"Hickmott, Adrian",30y 22d,156 (99-0-57 63.46%),100 (0.64),106 (67-0-39 63.21%),76 (0.72)
33,"Houlihan, Ryan",20y 90d,40 (23-0-17 57.50%),38 (0.95),←,
27,"Hulme, Darren",24y 285d,82 (43-0-39 52.44%),48 (0.59),←,
12,"Lappin, Matthew",26y 63d,131 (72-1-58 55.34%),144 (1.10),76 (44-0-32 57.89%),118 (1.55)
4,"Livingston, Luke",19y 168d,1 (0-0-1 0.00%),,←,
10,"Mansfield, Michael",30y 256d,223 (130-1-92 58.52%),113 (0.51),42 (27-0-15 64.29%),13 (0.31)
5,"McKay, Andrew",31y 281d,207 (126-1-80 61.11%),28 (0.14),←,
2,"McKernan, Corey",28y 123d,186 (120-0-66 64.52%),238 (1.28),4 (1-0-3 25.00%),5 (1.25)
19,"Merrington, Andrew",23y 145d,7 (3-0-4 42.86%),7 (1.00),←,
18,"Murphy, Justin",25y 362d,113 (57-0-56 50.44%),96 (0.85),83 (42-0-41 50.60%),78 (0.94)
40,"Plunkett, Jim",23y 269d,29 (15-0-14 51.72%),8 (0.28),19 (10-0-9 52.63%),7 (0.37)
7,"Ratten, Brett",30y 284d,240 (141-0-99 58.75%),108 (0.45),←,
36,"Sporn, Trent",19y 210d,3 (1-0-2 33.33%),,←,
8,"Whitnall, Lance",22y 241d,115 (64-0-51 55.65%),229 (1.99),←,
34,"Wiggins, Simon",19y 222d,9 (5-0-4 55.56%),4 (0.44),←,
Totals,Totals,25y 267d,2449 (1436-5-1008 58.64%),1737 (0.71),,
C,"Brittain, Wayne",43y 312d,28 (16-0-12 57.14%),,←,
