Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",14,9,6,20,3,1.0,,2.0,,4.0,1.0,2.0,,1.0,,4.0,16.0,,2.0,1.0,,1.0,72.0
15,"Anderson, Noah",18,7,16,34,,1.0,,3.0,4.0,4.0,6.0,,,,3.0,9.0,26.0,,,1.0,5.0,1.0,78.0
10,"Ballard, Charlie",8,5,2,10,,,,,,,,,,,,1.0,8.0,,,4.0,,,85.0
3,"Bowes, Jack",13,4,5,18,,,,5.0,4.0,2.0,1.0,1.0,,,,5.0,12.0,,,6.0,,,86.0
29,"Burgess, Chris",8,5,3,11,,1.0,7.0,2.0,1.0,3.0,3.0,1.0,,1.0,,8.0,3.0,3.0,,2.0,,,70.0
25,"Collins, Sam",5,3,2,7,,,,1.0,2.0,,,,,,,3.0,4.0,,,8.0,,,91.0
19,"Corbett, Josh",8,5,2,10,2,,1.0,1.0,,3.0,,2.0,1.0,1.0,,5.0,6.0,2.0,2.0,,,,82.0
4,"Ellis, Brandon",18,8,6,24,,,,4.0,5.0,4.0,2.0,4.0,1.0,1.0,,6.0,19.0,,,1.0,1.0,1.0,96.0
50,"Farrar, Jy",9,7,5,14,,,,4.0,1.0,,,,,,,4.0,10.0,1.0,,1.0,,,84.0
26,"Flanders, Sam",7,3,10,17,,1.0,,3.0,1.0,1.0,3.0,1.0,1.0,,,9.0,7.0,,1.0,,,1.0,72.0
46,"Graham, Caleb",3,2,4,7,,,11.0,,,1.0,3.0,3.0,1.0,2.0,,4.0,3.0,,,2.0,,,70.0
1,"Greenwood, Hugh",12,2,7,19,1,1.0,,7.0,2.0,,7.0,1.0,1.0,,,16.0,4.0,1.0,1.0,,,,83.0
39,"Holman, Nick",14,7,9,23,1,,,13.0,,5.0,2.0,4.0,2.0,2.0,,7.0,17.0,,,1.0,,1.0,85.0
34,"King, Ben",9,7,5,14,5,1.0,1.0,1.0,,1.0,,,1.0,,2.0,5.0,9.0,1.0,6.0,,,1.0,84.0
23,"Lemmens, Sean",12,1,4,16,,,,4.0,7.0,,1.0,2.0,2.0,1.0,,6.0,9.0,,,5.0,,,88.0
13,"Lukosius, Jack",19,8,2,21,,,,1.0,4.0,8.0,2.0,4.0,1.0,2.0,,7.0,12.0,2.0,,3.0,,1.0,87.0
17,"Markov, Oleg",7,5,8,15,,,,3.0,1.0,1.0,,2.0,,,,4.0,11.0,,,4.0,3.0,1.0,81.0
11,"Miller, Touk",19,4,17,36,,,,9.0,4.0,6.0,9.0,1.0,3.0,,,17.0,20.0,,,,,1.0,83.0
27,"Powell, Wil",10,5,4,14,,,,4.0,6.0,,1.0,2.0,,1.0,,3.0,9.0,,,5.0,,,85.0
22,"Rankine, Izak",9,3,9,18,2,,,5.0,,4.0,,4.0,2.0,2.0,,10.0,9.0,1.0,,,,2.0,87.0
6,"Sexton, Alex",,,,,,,,,,,,,,,,,,,,,,,
24,"Swallow, David",18,7,13,31,,1.0,,3.0,1.0,3.0,3.0,3.0,3.0,1.0,,12.0,19.0,,2.0,1.0,,,75.0
14,"Weller, Lachie",6,7,11,17,1,,,4.0,1.0,2.0,,2.0,,1.0,,9.0,8.0,,1.0,1.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,246,114,150,396,15,10.0,20.0,79.0,44.0,52.0,44.0,39.0,19.0,16.0,5.0,154.0,241.0,11.0,15.0,46.0,9.0,11.0,
Opposition,Opposition,216,90,175,391,9,6.0,76.0,71.0,36.0,53.0,41.0,51.0,15.0,19.0,1.0,144.0,246.0,10.0,8.0,51.0,6.0,7.0,
