Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",7,4,4,11,1,,,3.0,2.0,1.0,,1.0,1.0,1.0,,6.0,6.0,3.0,,2.0,,,
12,"Blakey, John",9,2,5,14,,,,,2.0,3.0,1.0,2.0,,3.0,,2.0,12.0,,,,1.0,,
22,"Burton, Matthew",5,2,7,12,,,20.0,,3.0,4.0,3.0,3.0,,,,7.0,5.0,,,2.0,,,
18,"Carey, Wayne",7,6,2,9,,,,,1.0,2.0,,1.0,1.0,1.0,,1.0,7.0,,,,2.0,,
23,"Clayton, Shane",8,3,5,13,1,1.0,,,1.0,4.0,,2.0,1.0,,,6.0,5.0,,,,,,
45,"Cochrane, Stuart",3,,7,10,,,,2.0,2.0,1.0,2.0,,1.0,,,6.0,5.0,,,4.0,,,
2,"Colbert, Leigh",9,3,5,14,1,,,,1.0,1.0,2.0,1.0,1.0,1.0,,6.0,8.0,,,3.0,,,
6,"Grant, Shannon",16,8,11,27,2,,,3.0,2.0,4.0,4.0,,1.0,1.0,,11.0,16.0,,2.0,2.0,,,
29,"Harvey, Brent",18,4,5,23,,1.0,,,3.0,5.0,4.0,2.0,1.0,,,6.0,17.0,1.0,1.0,2.0,6.0,,
21,"Jones, Corey",1,,,1,,,,,,,,,,,,1.0,,,,1.0,,,
34,"King, David",13,3,5,18,,1.0,,4.0,4.0,6.0,2.0,1.0,,,,3.0,13.0,,,2.0,4.0,,
5,"McCartney, Jason",4,1,,4,,,,,2.0,,,,,2.0,,1.0,3.0,,,3.0,,,
31,"McKernan, Corey",7,4,,7,1,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,,,4.0,3.0,1.0,2.0,1.0,3.0,,
8,"McLaren, Joe",3,3,1,4,,1.0,,,,2.0,1.0,,,,,1.0,3.0,,,,,,
32,"Morrell, Digby",6,2,1,7,3,1.0,,,,3.0,,,1.0,,,5.0,3.0,,1.0,1.0,,,
44,"Motlop, Shannon",7,,6,13,,,,2.0,2.0,2.0,,1.0,,,,6.0,6.0,,,,2.0,,
28,"Pickett, Byron",6,1,5,11,1,,1.0,6.0,1.0,2.0,2.0,,1.0,1.0,,7.0,4.0,,,5.0,2.0,,
3,"Rawlings, Brady",11,5,12,23,1,1.0,,1.0,,7.0,4.0,3.0,1.0,,,9.0,13.0,,,2.0,1.0,,
26,"Rocca, Saverio",6,6,3,9,2,1.0,4.0,,,5.0,,,,1.0,,4.0,5.0,3.0,1.0,2.0,,,
7,"Simpson, Adam",9,3,4,13,1,,1.0,3.0,,3.0,3.0,,1.0,,,6.0,6.0,2.0,2.0,1.0,,,
10,"Stevens, Anthony",19,6,6,25,,,,11.0,2.0,3.0,5.0,,,1.0,3.0,11.0,13.0,1.0,,5.0,2.0,,
36,"Watt, Shannon",1,1,1,2,,,1.0,,,,,1.0,1.0,,,3.0,,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,67,95,270,14,14.0,28.0,36.0,29.0,63.0,34.0,20.0,13.0,12.0,3.0,112.0,153.0,12.0,9.0,38.0,23.0,,
Opposition,Opposition,205,97,102,307,15,11.0,18.0,38.0,41.0,48.0,30.0,27.0,12.0,13.0,3.0,120.0,186.0,14.0,20.0,34.0,11.0,,
