Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Barker, John",14,9.0,5.0,19,,,,2.0,7.0,1.0,,2.0,1.0,,,10,8,5.0,,1.0,,,
33,"Barlow, Kris",16,10.0,3.0,19,1.0,1.0,,4.0,4.0,5.0,1.0,1.0,,,,6,13,1.0,1.0,1.0,1.0,,
22,"Bowyer, Glen",17,6.0,8.0,25,2.0,1.0,,1.0,4.0,4.0,1.0,3.0,1.0,1.0,,9,18,1.0,1.0,3.0,,,
1,"Chapman, Nathan",4,3.0,2.0,6,1.0,,,1.0,,1.0,,1.0,,1.0,,3,3,,1.0,1.0,,,
17,"Chick, Daniel",11,5.0,8.0,19,1.0,,,11.0,5.0,,3.0,,2.0,,,9,11,,,6.0,3.0,,
9,"Crawford, Shane",17,4.0,19.0,36,1.0,,,3.0,2.0,7.0,7.0,2.0,1.0,,3.0,9,22,,1.0,4.0,2.0,,
24,"Croad, Trent",12,9.0,1.0,13,5.0,5.0,,,,2.0,,1.0,2.0,,2.0,5,8,2.0,8.0,1.0,,,
19,"Dixon, Ben",4,2.0,,4,2.0,,,3.0,,,,,,,,1,3,,2.0,,,,
34,"Graham, Mark",14,9.0,8.0,22,1.0,,1.0,1.0,1.0,3.0,,,,3.0,,6,13,2.0,2.0,2.0,,,
5,"Harford, Daniel",12,5.0,8.0,20,1.0,,,1.0,1.0,3.0,5.0,,1.0,1.0,1.0,8,13,,2.0,1.0,2.0,,
3,"Hay, Jonathan",7,6.0,3.0,10,,,,1.0,3.0,,1.0,2.0,2.0,1.0,,8,3,3.0,,3.0,2.0,,
2,"Holland, Nick",11,8.0,5.0,16,3.0,,1.0,,,5.0,2.0,5.0,1.0,1.0,,7,9,3.0,1.0,1.0,,,
37,"Lekkas, Angelo",5,3.0,4.0,9,1.0,,,2.0,,4.0,4.0,,1.0,,,4,6,,,4.0,,,
7,"McCabe, Luke",13,5.0,9.0,22,,,,1.0,6.0,2.0,2.0,4.0,,,,9,11,,1.0,6.0,1.0,,
13,"Picioane, Lance",4,2.0,8.0,12,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,6,7,,1.0,1.0,,,
32,"Rock, Anthony",13,5.0,6.0,19,2.0,,,1.0,1.0,3.0,4.0,,,1.0,,8,11,,1.0,1.0,,,
4,"Salmon, Paul",8,5.0,2.0,10,2.0,,27.0,1.0,2.0,,3.0,,2.0,1.0,,4,7,,1.0,3.0,,,
11,"Smith, Joel",4,,3.0,7,,,,,,,,1.0,,1.0,,1,5,,,,,,
29,"Tallis, Rayden",8,4.0,5.0,13,,,,1.0,3.0,,1.0,4.0,1.0,1.0,,5,8,1.0,,,,,
6,"Taylor, Richard",12,3.0,5.0,17,1.0,,,3.0,1.0,6.0,3.0,1.0,,,,4,13,,,2.0,1.0,,
16,"Thompson, Nathan",13,9.0,5.0,18,2.0,2.0,5.0,,2.0,4.0,1.0,2.0,,,,8,10,4.0,6.0,,,,
30,"Woods, Tony",5,2.0,3.0,8,,,,2.0,,2.0,1.0,,1.0,1.0,,2,6,,,,,,
Totals,Totals,224,114.0,120.0,344,27.0,9.0,34.0,40.0,43.0,54.0,41.0,30.0,17.0,13.0,6.0,132,208,22.0,29.0,41.0,12.0,,
Opposition,Opposition,192,75.0,112.0,304,13.0,8.0,33.0,24.0,22.0,59.0,35.0,30.0,13.0,17.0,,134,172,10.0,14.0,30.0,11.0,,
